Date,IBGE6,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
2022-06-09,500124,17357,7676,6751
2022-06-09,500215,15113,6847,5818
2022-06-09,500260,31200,12192,11085
2022-06-09,500315,25023,12103,9925
2022-06-09,500390,7571,3043,2841
2022-06-09,500400,23799,9187,8492
2022-06-09,500410,19397,8523,7295
2022-06-09,500450,42439,16637,15613
2022-06-09,500490,12794,5165,4673
2022-06-09,500510,11195,4394,4051
2022-06-09,500625,13691,4907,4714
2022-06-09,500627,14459,5964,5440
2022-06-09,500640,14052,6086,5335
2022-06-09,500770,19545,8776,8215
2022-06-09,500797,9455,3640,3426
2022-06-09,510010,14004,5595,5329
2022-06-09,510050,14163,6416,5378
2022-06-09,510060,22630,10140,8850
2022-06-09,510080,14137,6518,5716
2022-06-09,510130,21034,9139,7868
2022-06-09,510160,15495,6098,5611
2022-06-09,510170,66690,28152,24806
2022-06-09,510185,10111,4767,3983
2022-06-09,510285,11777,5821,4397
2022-06-09,510300,47132,19919,18013
2022-06-09,510310,9036,3888,3457
2022-06-09,510335,35736,17675,13543
2022-06-09,510343,11559,4969,4431
2022-06-09,510345,13023,5950,4991
2022-06-09,510360,15428,6830,6029
2022-06-09,510385,14901,7125,6083
2022-06-09,510390,9337,3785,3369
2022-06-09,510410,47186,22534,18272
2022-06-09,510420,27801,10834,10199
2022-06-09,510452,14269,6210,6257
2022-06-09,510460,25439,10723,9553
2022-06-09,510490,16722,7336,6300
2022-06-09,510500,18248,7514,6841
2022-06-09,510520,24231,10877,9213
2022-06-09,510530,3425,1524,1309
2022-06-09,510558,15875,7974,6274
2022-06-09,510590,28365,13316,11071
2022-06-09,510600,14147,5993,5340
2022-06-09,510610,31795,13280,11864
2022-06-09,510617,6870,3075,2532
2022-06-09,510619,6863,3370,2675
2022-06-09,510620,10014,4108,3883
2022-06-09,510623,31811,14380,12437
2022-06-09,510626,13513,6393,5343
2022-06-09,510627,7914,3273,2949
2022-06-09,510628,11688,5196,4701
2022-06-09,510629,24671,10529,9781
2022-06-09,510630,40653,18631,15853
2022-06-09,510631,3326,1558,1308
2022-06-09,510650,58702,26799,22091
2022-06-09,510670,3889,1529,1434
2022-06-09,510682,22539,10207,8678
2022-06-09,510685,7814,3189,2912
2022-06-09,510718,15530,7075,6013
2022-06-09,510720,9393,4294,3641
2022-06-09,510724,7506,3458,3061
2022-06-09,510729,7009,2844,2560
2022-06-09,510770,27413,11511,10272
2022-06-09,510785,18647,8926,6714
2022-06-09,510794,17716,8436,7080
2022-06-09,510805,18484,8438,7276
2022-06-09,510810,6095,2456,2312
2022-06-09,510820,8834,3380,3161
2022-06-09,510835,6481,2829,2599
2022-06-09,510890,12239,5522,4904
2022-06-09,520010,26609,11740,10540
2022-06-09,520017,10720,4811,4243
2022-06-09,520050,4944,1812,1687
2022-06-09,520130,44313,18038,16248
2022-06-09,520160,10216,4362,3504
2022-06-09,520215,13487,5952,5051
2022-06-09,520235,7479,3031,2819
2022-06-09,520250,17482,7900,6682
2022-06-09,520260,9344,3458,3279
2022-06-09,520280,6816,2714,2449
2022-06-09,520340,16714,6687,6104
2022-06-09,520350,53486,23015,20548
2022-06-09,520355,22293,9517,8287
2022-06-09,520357,7225,3135,2743
2022-06-09,520380,11066,5457,4477
2022-06-09,520393,7078,2767,2587
2022-06-09,520396,7413,3237,2804
2022-06-09,520400,14253,6485,5366
2022-06-09,520410,27281,11821,10411
2022-06-09,520425,21705,8422,7751
2022-06-09,520430,30504,13054,11717
2022-06-09,520480,15568,6450,5735
2022-06-09,520485,14511,6710,5713
2022-06-09,520490,43721,19136,16670
2022-06-09,520495,9602,4070,3637
2022-06-09,520530,18167,7919,6741
2022-06-09,520545,17346,7485,6641
2022-06-09,520552,9352,4094,3565
2022-06-09,520570,6656,2483,2383
2022-06-09,520580,21994,9282,8380
2022-06-09,520590,19765,7992,7250
2022-06-09,520630,6693,3208,2746
2022-06-09,520640,32943,14244,12406
2022-06-09,520650,8498,3318,3078
2022-06-09,520660,5965,2516,2378
2022-06-09,520680,8615,3103,2970
2022-06-09,520725,12886,5570,4828
2022-06-09,520740,31158,12644,11376
2022-06-09,520753,12661,5187,4701
2022-06-09,520760,13148,5299,4904
2022-06-09,520790,17106,7723,6556
2022-06-09,520815,7642,3316,2780
2022-06-09,520830,11894,4785,4382
2022-06-09,520840,24994,11737,9814
2022-06-09,520915,10412,4442,3974
2022-06-09,520960,9103,3675,3371
2022-06-09,520980,6869,2992,2643
2022-06-09,521015,7464,2990,2699
2022-06-09,521060,13138,5243,4850
2022-06-09,521100,17359,7427,6643
2022-06-09,521140,14349,7034,5642
2022-06-09,521170,14390,5612,5252
2022-06-09,521200,6371,2689,2288
2022-06-09,521210,14758,6366,5529
2022-06-09,521220,45040,19485,17101
2022-06-09,521225,2450,988,897
2022-06-09,521230,16190,6902,6230
2022-06-09,521260,8229,3073,2889
2022-06-09,521270,12989,6051,5267
2022-06-09,521280,18310,8096,6965
2022-06-09,521300,19895,9368,7354
2022-06-09,521340,4698,1774,1683
2022-06-09,521350,12005,5336,4387
2022-06-09,521370,15566,6411,5711
2022-06-09,521377,7051,3508,3138
2022-06-09,521385,6245,2477,2340
2022-06-09,521390,11358,4507,4215
2022-06-09,521470,5787,2369,2130
2022-06-09,521483,24247,11108,9497
2022-06-09,521486,18304,7503,6643
2022-06-09,521520,7828,3264,2833
2022-06-09,521525,6494,2845,2377
2022-06-09,521540,10392,4235,3891
2022-06-09,521550,20136,7932,7371
2022-06-09,521565,6230,2694,2382
2022-06-09,521570,66840,28614,25642
2022-06-09,521590,9886,4079,3723
2022-06-09,521600,6977,2676,2534
2022-06-09,521690,7262,2730,2669
2022-06-09,521830,62436,28979,24962
2022-06-09,521839,8158,3150,2941
2022-06-09,521860,25509,10993,9579
2022-06-09,521878,9702,3935,3631
2022-06-09,521890,46211,18598,17626
2022-06-09,521920,6675,2700,2482
2022-06-09,521925,13183,5669,5065
2022-06-09,521940,9046,3934,3361
2022-06-09,521945,5978,2578,2256
2022-06-09,521950,8957,3432,3179
2022-06-09,521960,9621,3768,3517
2022-06-09,521980,16874,7616,6298
2022-06-09,522005,5047,1914,1773
2022-06-09,522010,77333,32304,29374
2022-06-09,522015,10924,4994,4184
2022-06-09,522026,9833,3826,3520
2022-06-09,522028,5817,2350,2127
2022-06-09,522060,46214,18823,17082
2022-06-09,522068,12164,5496,4446
2022-06-09,522070,4979,1920,1833
2022-06-09,522100,11644,4416,4103
2022-06-09,522108,5513,2297,2001
2022-06-09,522119,15586,7047,5983
2022-06-09,522145,6078,2784,2435
2022-06-09,522150,12125,4809,4492
2022-06-09,522180,8828,3314,3170
2022-06-09,522190,9825,3761,3485
2022-06-09,522205,22435,9499,8452
2022-06-09,522230,12479,5231,4619
2022-06-10,110001,46333,20902,18484
2022-06-10,110002,176837,84080,68256
2022-06-10,110003,11524,5113,4457
2022-06-10,110004,161396,73996,62762
2022-06-10,110005,31805,14113,12261
2022-06-10,110010,68015,33723,26621
2022-06-10,110011,112346,50636,43203
2022-06-10,110012,224365,102582,86436
2022-06-10,110015,70860,32465,26529
2022-06-10,110018,69073,30743,26707
2022-06-10,110020,908173,408130,344252
2022-06-10,110025,39923,18194,15378
2022-06-10,110028,100252,45616,38837
2022-06-10,110029,16125,6970,6225
2022-06-10,110030,167959,76336,66192
2022-06-10,110032,31230,15462,12399
2022-06-10,110033,33524,16330,13512
2022-06-10,110037,19275,9118,7375
2022-06-10,110045,49866,24325,19726
2022-06-10,110060,7998,3587,3117
2022-06-10,110070,17307,8176,6829
2022-06-10,110080,35641,16941,13689
2022-06-10,110092,15770,7554,6072
2022-06-10,110094,19936,9871,8017
2022-06-10,110147,7353,3339,2836
2022-06-10,110148,11959,4994,4487
2022-06-10,110160,11811,5297,4614
2022-06-10,110170,21887,9858,8442
2022-06-10,120001,20350,9450,7841
2022-06-10,120010,42119,20455,15817
2022-06-10,120020,154715,73814,60746
2022-06-10,120033,28359,13984,10863
2022-06-10,120060,61874,30637,23163
2022-06-10,130010,18563,9316,7056
2022-06-10,130060,54403,26190,19749
2022-06-10,130063,23411,11900,8689
2022-06-10,130083,14274,6804,5474
2022-06-10,130115,28013,12674,10730
2022-06-10,130120,112374,53416,41529
2022-06-10,130160,33603,16804,11802
2022-06-10,130180,23400,11667,8798
2022-06-10,130185,78783,37730,30321
2022-06-10,130190,181741,82764,67793
2022-06-10,130230,26238,13696,9910
2022-06-10,130240,58333,26742,22297
2022-06-10,130250,157808,75448,59204
2022-06-10,130255,31901,14048,11529
2022-06-10,130270,67386,31224,25086
2022-06-10,130340,191252,79860,69527
2022-06-10,130353,58422,27060,21826
2022-06-10,130380,80909,39330,29641
2022-06-10,130390,33296,17943,11176
2022-06-10,130420,125818,57289,45533
2022-06-10,140020,22500,11573,8541
2022-06-10,140023,9831,5026,3789
2022-06-10,140045,71317,39583,24693
2022-06-10,150010,280317,129271,110234
2022-06-10,150020,82806,41607,32057
2022-06-10,150040,84443,45300,32784
2022-06-10,150060,192199,93739,74526
2022-06-10,150080,824918,369213,316420
2022-06-10,150095,37651,18480,15022
2022-06-10,150120,51366,25208,19088
2022-06-10,150130,261994,117732,99200
2022-06-10,150150,109184,50916,42843
2022-06-10,150157,24080,11587,9361
2022-06-10,150160,18480,9544,6734
2022-06-10,150170,218003,102007,81226
2022-06-10,150172,26084,12698,10380
2022-06-10,150180,169253,82911,62965
2022-06-10,150210,261607,115542,98815
2022-06-10,150215,101190,49186,42178
2022-06-10,150220,123542,59515,45309
2022-06-10,150230,84814,40413,35024
2022-06-10,150250,19258,10357,6876
2022-06-10,150275,50107,23555,19362
2022-06-10,150290,72126,31501,27692
2022-06-10,150293,64205,31531,24783
2022-06-10,150304,18963,10046,7459
2022-06-10,150307,39506,19152,15639
2022-06-10,150320,82955,36778,31105
2022-06-10,150330,105562,50188,39822
2022-06-10,150345,46571,24037,17998
2022-06-10,150350,55245,25004,21572
2022-06-10,150360,115306,67098,44462
2022-06-10,150405,59343,28389,23668
2022-06-10,150420,364772,189299,136571
2022-06-10,150430,43278,21721,17036
2022-06-10,150440,47026,21352,17885
2022-06-10,150442,182836,84869,72379
2022-06-10,150445,28219,14750,10872
2022-06-10,150470,98646,51493,37396
2022-06-10,150543,35963,19236,14141
2022-06-10,150548,32887,17352,12485
2022-06-10,150550,151972,77650,60187
2022-06-10,150553,382642,189987,152523
2022-06-10,150580,78963,40584,29313
2022-06-10,150613,110977,59627,44183
2022-06-10,150616,24018,11930,9679
2022-06-10,150618,56473,27995,22694
2022-06-10,150620,89173,41163,35161
2022-06-10,150635,40940,19451,15604
2022-06-10,150655,39147,17909,14868
2022-06-10,150660,34834,17993,13258
2022-06-10,150680,588983,281504,225320
2022-06-10,150710,31407,14316,12257
2022-06-10,150720,63447,27962,23819
2022-06-10,150740,34336,15552,13046
2022-06-10,150760,91682,43261,37106
2022-06-10,150796,19888,9221,7558
2022-06-10,150800,104886,53084,40406
2022-06-10,150803,59654,27457,23353
2022-06-10,150805,16151,8456,6200
2022-06-10,150810,164833,79550,65921
2022-06-10,150812,39722,20675,15025
2022-06-10,150815,36607,19265,14524
2022-06-10,150820,60647,32327,23925
2022-06-10,150830,68851,38500,24574
2022-06-10,150835,23090,10906,8866
2022-06-10,150840,54985,28687,21391
2022-06-10,160015,22074,9958,8557
2022-06-10,160023,11695,5590,4380
2022-06-10,160027,65310,30866,24714
2022-06-10,160060,196132,92651,74934
2022-06-10,170040,12108,5698,4654
2022-06-10,170070,17010,7878,6782
2022-06-10,170130,10740,4999,4143
2022-06-10,170190,10445,4787,4013
2022-06-10,170200,15312,6689,5935
2022-06-10,170210,298883,138657,116333
2022-06-10,170240,20660,9158,7830
2022-06-10,170386,7509,3485,2981
2022-06-10,170389,6323,2994,2522
2022-06-10,170550,56147,26972,22077
2022-06-10,170560,7971,3525,3165
2022-06-10,170600,8220,3880,3149
2022-06-10,170700,40283,17700,15480
2022-06-10,170770,11774,5926,4675
2022-06-10,170820,29747,14422,11591
2022-06-10,170830,9207,4323,3599
2022-06-10,170950,139030,65314,54089
2022-06-10,171070,8887,4251,3362
2022-06-10,171190,14340,7329,5454
2022-06-10,171200,5790,2619,2215
2022-06-10,171270,3610,1707,1363
2022-06-10,171320,36447,16613,14235
2022-06-10,171610,85790,40203,34050
2022-06-10,171650,28046,13119,10916
2022-06-10,171660,19465,8887,7613
2022-06-10,171820,115970,53503,44636
2022-06-10,171845,3746,1686,1461
2022-06-10,172020,11854,5810,4673
2022-06-10,172049,7132,3335,2845
2022-06-10,172120,45230,20964,17240
2022-06-10,210005,150060,76640,58658
2022-06-10,210030,24763,13727,9129
2022-06-10,210043,34766,17246,13008
2022-06-10,210060,42189,21466,15548
2022-06-10,210070,44081,18813,16640
2022-06-10,210090,65466,30045,24585
2022-06-10,210095,36757,18250,13528
2022-06-10,210100,52322,24533,18663
2022-06-10,210110,20616,9175,7965
2022-06-10,210120,163559,77077,63744
2022-06-10,210140,145633,71134,57796
2022-06-10,210160,129492,60516,48874
2022-06-10,210170,106910,50417,40118
2022-06-10,210177,18218,8523,6832
2022-06-10,210180,9438,4150,3509
2022-06-10,210190,32210,14992,12357
2022-06-10,210200,46862,22118,17382
2022-06-10,210210,51394,25049,19365
2022-06-10,210220,43857,22555,16945
2022-06-10,210230,39537,17895,14535
2022-06-10,210232,80507,40144,30673
2022-06-10,210237,11439,5970,4324
2022-06-10,210250,21176,10507,7783
2022-06-10,210260,25771,12037,9817
2022-06-10,210270,27636,13129,10554
2022-06-10,210280,34864,16869,13326
2022-06-10,210320,124227,58458,47944
2022-06-10,210330,185237,85596,69458
2022-06-10,210340,90804,40405,34222
2022-06-10,210350,45216,23643,17517
2022-06-10,210360,97243,46185,37050
2022-06-10,210370,67328,29773,25084
2022-06-10,210375,19645,8971,7626
2022-06-10,210390,11332,7222,3559
2022-06-10,210400,30229,13999,11529
2022-06-10,210408,12001,5850,4445
2022-06-10,210409,29647,13828,11390
2022-06-10,210465,16183,7066,6085
2022-06-10,210490,27314,11035,10077
2022-06-10,210520,16532,7577,6509
2022-06-10,210530,482259,225752,188885
2022-06-10,210540,112679,51502,42147
2022-06-10,210542,31397,15756,11955
2022-06-10,210580,16927,7736,6340
2022-06-10,210660,62605,27869,23438
2022-06-10,210700,15813,7465,5987
2022-06-10,210750,166094,75134,64075
2022-06-10,210760,27942,13043,10670
2022-06-10,210770,37914,16207,13721
2022-06-10,210780,66174,27250,24568
2022-06-10,210805,31665,14223,12102
2022-06-10,210820,63588,29870,23490
2022-06-10,210830,42690,22942,16609
2022-06-10,210840,19378,8877,7299
2022-06-10,210850,47083,22296,17834
2022-06-10,210860,139762,67835,55525
2022-06-10,210890,34648,14836,13076
2022-06-10,210900,39102,17411,15092
2022-06-10,210910,69694,32598,27212
2022-06-10,210920,19695,9656,7266
2022-06-10,210940,20904,10226,7792
2022-06-10,210950,31687,15179,12008
2022-06-10,210960,71640,31752,27010
2022-06-10,210980,41124,20029,16168
2022-06-10,210990,157808,71986,61102
2022-06-10,211010,38891,19493,14675
2022-06-10,211023,15646,6924,6199
2022-06-10,211030,32138,13857,12225
2022-06-10,211050,63491,28634,23919
2022-06-10,211060,51148,21316,19353
2022-06-10,211070,50292,22967,18881
2022-06-10,211102,18014,8536,6666
2022-06-10,211105,16612,7546,6651
2022-06-10,211107,35305,15714,13393
2022-06-10,211110,56758,23006,20812
2022-06-10,211120,262367,121781,100953
2022-06-10,211140,37584,17407,14384
2022-06-10,211150,56108,25974,21247
2022-06-10,211163,9831,4597,3875
2022-06-10,211195,12376,4845,4543
2022-06-10,211200,15509,6987,6005
2022-06-10,211210,37210,18449,14534
2022-06-10,211220,281701,125366,105234
2022-06-10,211230,60726,28266,22734
2022-06-10,211240,38683,19673,15317
2022-06-10,211250,80157,36394,30409
2022-06-10,211270,35702,21737,12736
2022-06-10,211280,77321,36513,28785
2022-06-10,211290,47614,22058,18194
2022-06-10,211300,54766,24960,21359
2022-06-10,211400,74961,35524,28265
2022-06-10,220005,16313,6478,6049
2022-06-10,220010,14551,5628,5145
2022-06-10,220030,35261,13207,12607
2022-06-10,220040,95262,36820,34373
2022-06-10,220045,11734,4752,4334
2022-06-10,220050,41886,16205,14735
2022-06-10,220070,22926,8608,8176
2022-06-10,220090,16148,6009,5817
2022-06-10,220100,12157,4660,4374
2022-06-10,220110,22801,9715,8681
2022-06-10,220115,21367,9957,8015
2022-06-10,220120,90230,41637,34489
2022-06-10,220150,53626,20914,18579
2022-06-10,220170,11711,4922,4276
2022-06-10,220177,14014,6108,4866
2022-06-10,220190,62482,26268,23300
2022-06-10,220194,14759,5826,5394
2022-06-10,220196,16845,6430,5850
2022-06-10,220198,8796,3552,3177
2022-06-10,220200,44624,19546,16692
2022-06-10,220202,14098,5734,4981
2022-06-10,220205,27423,10498,9999
2022-06-10,220208,15254,6689,5643
2022-06-10,220210,9461,4332,3304
2022-06-10,220211,11906,4577,4365
2022-06-10,220217,14248,5973,5410
2022-06-10,220230,41433,16816,14573
2022-06-10,220240,26303,10838,9720
2022-06-10,220253,14145,5685,4991
2022-06-10,220260,59243,23169,21928
2022-06-10,220265,11625,5075,4476
2022-06-10,220270,53448,21961,19961
2022-06-10,220271,12625,4962,4570
2022-06-10,220272,13836,5413,4862
2022-06-10,220277,8382,4366,3362
2022-06-10,220280,9312,4284,3704
2022-06-10,220285,10467,4248,3912
2022-06-10,220290,54441,23820,20723
2022-06-10,220300,14928,6240,5505
2022-06-10,220310,20048,8094,7400
2022-06-10,220330,39604,16308,14996
2022-06-10,220340,13652,5534,5034
2022-06-10,220345,19180,7034,6453
2022-06-10,220350,33364,12490,11854
2022-06-10,220370,84867,35487,31885
2022-06-10,220385,5876,2398,2123
2022-06-10,220390,141480,55615,49985
2022-06-10,220400,10512,3952,3726
2022-06-10,220430,21048,8892,8388
2022-06-10,220440,22235,9672,8547
2022-06-10,220465,20890,8395,7589
2022-06-10,220470,40495,15823,14795
2022-06-10,220480,17324,7472,6601
2022-06-10,220500,24019,9207,8660
2022-06-10,220510,24004,9273,8632
2022-06-10,220520,43172,17376,16033
2022-06-10,220527,14459,5263,4963
2022-06-10,220540,34874,14140,12803
2022-06-10,220550,85957,35790,31163
2022-06-10,220556,12972,4822,4550
2022-06-10,220558,8481,3528,3279
2022-06-10,220560,14188,5512,5232
2022-06-10,220570,65812,27876,24870
2022-06-10,220580,52791,22522,19696
2022-06-10,220610,21077,9721,7962
2022-06-10,220620,67254,27172,24662
2022-06-10,220635,14731,6245,5476
2022-06-10,220640,24049,9801,8993
2022-06-10,220667,15993,6588,5430
2022-06-10,220670,16554,6611,5847
2022-06-10,220690,14279,5633,5201
2022-06-10,220720,15821,6586,6221
2022-06-10,220735,8508,3250,3008
2022-06-10,220750,26630,11585,9745
2022-06-10,220777,17402,6349,6104
2022-06-10,220780,49953,20785,18777
2022-06-10,220790,96085,40393,35772
2022-06-10,220795,12159,4463,4332
2022-06-10,220800,204061,78942,72629
2022-06-10,220810,19817,7943,7363
2022-06-10,220840,154487,60135,55097
2022-06-10,220870,15338,6800,5673
2022-06-10,220885,8825,3756,3295
2022-06-10,220887,8896,3460,3159
2022-06-10,220910,16933,6202,5946
2022-06-10,220937,12660,4990,4575
2022-06-10,220950,10600,3935,3659
2022-06-10,220965,14149,5235,5084
2022-06-10,220970,12904,5073,4478
2022-06-10,220990,16284,6339,6032
2022-06-10,220995,11791,4402,4199
2022-06-10,221000,54542,20673,19316
2022-06-10,221030,13334,5176,4859
2022-06-10,221035,11397,4081,3860
2022-06-10,221040,36555,14918,13344
2022-06-10,221050,26961,11571,9980
2022-06-10,221060,94338,36546,32974
2022-06-10,221065,17988,7155,6628
2022-06-10,221070,32969,13411,12294
2022-06-10,221097,6308,2353,2243
2022-06-10,221130,47256,20841,18366
2022-06-10,221135,10507,4036,3822
2022-06-10,221140,9913,3937,3591
2022-06-10,221150,8264,3440,3088
2022-06-10,230010,17015,7680,6391
2022-06-10,230015,22094,10513,8081
2022-06-10,230020,102760,46233,38162
2022-06-10,230030,105424,43320,37862
2022-06-10,230040,25373,12140,9121
2022-06-10,230075,62801,27225,22901
2022-06-10,230080,17149,7060,6127
2022-06-10,230090,26108,12033,9011
2022-06-10,230100,139411,59132,49773
2022-06-10,230110,138277,58541,48694
2022-06-10,230120,58652,25184,21938
2022-06-10,230125,28985,11100,10459
2022-06-10,230130,47439,19784,17087
2022-06-10,230140,31719,12000,11509
2022-06-10,230160,50909,21362,18006
2022-06-10,230185,38965,15826,13245
2022-06-10,230190,139286,62377,52994
2022-06-10,230205,28379,12226,10705
2022-06-10,230210,86083,36130,31735
2022-06-10,230220,95113,44127,35461
2022-06-10,230240,107612,43039,37098
2022-06-10,230250,115045,45019,41864
2022-06-10,230260,102695,45664,38538
2022-06-10,230270,58885,28118,21902
2022-06-10,230280,138531,60911,49481
2022-06-10,230290,32387,15675,12714
2022-06-10,230310,23699,12233,8053
2022-06-10,230320,60305,26800,21056
2022-06-10,230340,39524,15809,13437
2022-06-10,230350,211764,100848,78054
2022-06-10,230360,28475,10523,9615
2022-06-10,230365,29013,12201,9733
2022-06-10,230380,57893,22467,19554
2022-06-10,230390,24931,10420,8554
2022-06-10,230393,21393,10850,7756
2022-06-10,230400,33103,16349,11405
2022-06-10,230410,161857,66743,58603
2022-06-10,230420,275053,120952,101909
2022-06-10,230423,40271,18194,15105
2022-06-10,230426,22393,8511,7760
2022-06-10,230428,140879,56961,51663
2022-06-10,230430,48817,20147,17958
2022-06-10,230445,30104,13508,10746
2022-06-10,230450,30036,13503,11112
2022-06-10,230460,16661,6478,6095
2022-06-10,230465,23770,10163,6870
2022-06-10,230500,49481,28375,17086
