Date,IBGE6,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
2022-06-10,240390,8585,3106,2879
2022-06-10,240400,10959,4023,3714
2022-06-10,240430,25940,10302,8897
2022-06-10,240440,17318,7395,6279
2022-06-10,240450,34701,14318,12567
2022-06-10,240460,25333,10400,9070
2022-06-10,240470,30712,12127,10689
2022-06-10,240485,14770,6339,5219
2022-06-10,240490,16792,6749,5964
2022-06-10,240500,20134,7956,7221
2022-06-10,240520,14524,5810,4939
2022-06-10,240540,13874,5906,5294
2022-06-10,240560,27444,10890,9850
2022-06-10,240570,29438,10926,9947
2022-06-10,240590,6304,2386,2230
2022-06-10,240600,16131,6046,5687
2022-06-10,240610,39481,16435,14211
2022-06-10,240650,39720,16652,14644
2022-06-10,240660,17928,7386,6573
2022-06-10,240700,23498,9135,8426
2022-06-10,240710,140430,58519,51429
2022-06-10,240720,57267,22936,19997
2022-06-10,240725,9280,3535,3449
2022-06-10,240740,25785,9159,8586
2022-06-10,240750,19391,8175,7008
2022-06-10,240770,29555,12136,10392
2022-06-10,240780,42864,16773,15609
2022-06-10,240800,620017,245188,218073
2022-06-10,240820,55455,23418,20024
2022-06-10,240830,80731,33499,29659
2022-06-10,240840,10470,3763,3484
2022-06-10,240860,10468,4004,3861
2022-06-10,240870,7758,3182,2961
2022-06-10,240880,10554,4494,4023
2022-06-10,240890,50343,20400,18407
2022-06-10,240910,24072,9195,8660
2022-06-10,240920,5881,2343,2073
2022-06-10,240940,81337,31057,27958
2022-06-10,240950,7678,3223,2868
2022-06-10,240970,11546,4534,4100
2022-06-10,240980,26158,10996,9596
2022-06-10,240990,28213,10860,9866
2022-06-10,241000,10652,3653,3417
2022-06-10,241010,16120,7020,5728
2022-06-10,241020,21374,7628,7259
2022-06-10,241025,9576,4030,3479
2022-06-10,241030,19311,8130,6992
2022-06-10,241040,23697,9660,8655
2022-06-10,241090,15140,6395,5490
2022-06-10,241105,12456,5227,4464
2022-06-10,241110,8317,3244,3010
2022-06-10,241120,84911,34697,30407
2022-06-10,241140,27218,10164,9527
2022-06-10,241150,44637,18250,15926
2022-06-10,241170,7631,3362,2804
2022-06-10,241200,201010,82884,72836
2022-06-10,241220,91528,38077,33561
2022-06-10,241230,24730,10259,8728
2022-06-10,241250,56511,22337,19884
2022-06-10,241260,36895,15212,13504
2022-06-10,241300,12599,5037,4520
2022-06-10,241310,12992,5851,4525
2022-06-10,241320,10461,4292,3759
2022-06-10,241330,14104,5538,5118
2022-06-10,241335,23339,10025,8394
2022-06-10,241340,16712,6942,6215
2022-06-10,241350,12776,5105,4706
2022-06-10,241360,17616,6126,5788
2022-06-10,241370,9829,3835,3528
2022-06-10,241390,23267,9507,8229
2022-06-10,241410,26712,9891,9227
2022-06-10,241415,12153,5151,4392
2022-06-10,241420,22245,9972,7986
2022-06-10,241440,56061,24978,20994
2022-06-10,241450,27451,10577,9316
2022-06-10,241460,28607,12074,10453
2022-06-10,241475,9607,3762,3446
2022-06-10,241480,29835,11990,10678
2022-06-10,250010,23001,9207,8400
2022-06-10,250020,12262,4937,4498
2022-06-10,250030,70459,27719,26276
2022-06-10,250040,49442,20058,18295
2022-06-10,250050,28802,12253,10767
2022-06-10,250060,41813,19915,15714
2022-06-10,250070,43634,16510,15595
2022-06-10,250073,7267,2728,2589
2022-06-10,250080,37982,16351,14544
2022-06-10,250090,29231,11767,10770
2022-06-10,250100,37143,15663,13824
2022-06-10,250130,46789,18732,17342
2022-06-10,250140,21380,9031,8229
2022-06-10,250160,32849,13117,12094
2022-06-10,250180,174511,80239,67776
2022-06-10,250190,36585,15382,13497
2022-06-10,250200,14693,6501,5483
2022-06-10,250205,8363,3443,3103
2022-06-10,250210,13944,5348,5065
2022-06-10,250230,13735,4826,4646
2022-06-10,250240,21858,9092,8305
2022-06-10,250250,39529,17404,14934
2022-06-10,250260,12001,4984,4380
2022-06-10,250280,29395,12664,11158
2022-06-10,250320,158382,64505,61351
2022-06-10,250330,22466,9019,8215
2022-06-10,250350,39248,16386,14822
2022-06-10,250370,147178,61155,54948
2022-06-10,250400,822637,365702,292356
2022-06-10,250415,16158,6834,6232
2022-06-10,250420,11103,4269,4036
2022-06-10,250430,71690,27785,26188
2022-06-10,250460,55290,25279,21389
2022-06-10,250470,16648,6374,5885
2022-06-10,250480,35054,14261,13007
2022-06-10,250500,18847,7483,6898
2022-06-10,250510,51362,20106,18010
2022-06-10,250523,11452,5050,4368
2022-06-10,250540,21318,8484,7876
2022-06-10,250610,30481,11936,10622
2022-06-10,250630,131785,55144,48818
2022-06-10,250660,14870,5763,4693
2022-06-10,250690,67230,26483,24651
2022-06-10,250710,38889,16798,14437
2022-06-10,250740,20874,7842,7465
2022-06-10,250770,35315,15006,12788
2022-06-10,250780,16923,6689,6113
2022-06-10,250790,23728,9682,8875
2022-06-10,250800,25601,9237,8867
2022-06-10,250830,61911,25115,22520
2022-06-10,250850,17952,7184,6661
2022-06-10,250880,14952,5692,5272
2022-06-10,250890,83265,38459,31503
2022-06-10,250910,50551,20736,18897
2022-06-10,250939,16975,6158,5884
2022-06-10,250970,89864,34886,32660
2022-06-10,250980,18944,8236,6745
2022-06-10,250990,21421,8262,7734
2022-06-10,251020,15080,6061,5671
2022-06-10,251040,15435,6299,5594
2022-06-10,251060,8491,3219,3082
2022-06-10,251080,244892,99985,89893
2022-06-10,251100,9347,3793,3500
2022-06-10,251140,47134,18533,16925
2022-06-10,251200,40418,16749,15132
2022-06-10,251210,76971,30084,26937
2022-06-10,251220,10281,4603,4100
2022-06-10,251230,53844,20157,19094
2022-06-10,251240,35724,13991,13115
2022-06-10,251250,115841,45935,40867
2022-06-10,251270,48394,19350,17683
2022-06-10,251275,9722,4027,3452
2022-06-10,251276,10792,4612,4150
2022-06-10,251290,51766,21495,19127
2022-06-10,251300,7265,3029,2690
2022-06-10,251310,29097,11346,10460
2022-06-10,251320,17616,6566,6192
2022-06-10,251340,37728,15024,13718
2022-06-10,251360,18615,7047,6747
2022-06-10,251365,6881,2425,2356
2022-06-10,251370,247243,121480,94942
2022-06-10,251385,8802,3153,2972
2022-06-10,251390,64441,29610,24955
2022-06-10,251396,8293,3068,3047
2022-06-10,251420,18385,7108,6639
2022-06-10,251440,11971,4330,4234
2022-06-10,251450,49671,19312,18252
2022-06-10,251530,93866,41620,35416
2022-06-10,251550,32072,12844,11630
2022-06-10,251580,17486,7092,6488
2022-06-10,251590,15440,6249,5875
2022-06-10,251600,71897,30167,26523
2022-06-10,251615,10013,3866,3633
2022-06-10,251620,149961,66133,60686
2022-06-10,251630,48269,18408,17325
2022-06-10,251650,33743,13732,12264
2022-06-10,251660,35445,14159,13245
2022-06-10,251670,40029,15310,14273
2022-06-10,251680,18907,7759,6860
2022-06-10,251690,38034,14623,12837
2022-06-10,251700,24738,9816,9036
2022-06-10,251710,8505,2957,2856
2022-06-10,251740,6719,2403,2313
2022-06-10,260005,168397,76036,64530
2022-06-10,260010,90956,37957,33922
2022-06-10,260020,39550,16471,14669
2022-06-10,260030,51307,22328,18584
2022-06-10,260040,50255,23538,19062
2022-06-10,260050,94425,38821,34211
2022-06-10,260070,75656,32134,28118
2022-06-10,260090,40495,17776,14721
2022-06-10,260100,23933,9603,8689
2022-06-10,260105,33684,15333,12883
2022-06-10,260110,172278,74339,63762
2022-06-10,260120,168552,70413,62652
2022-06-10,260130,25763,10898,9385
2022-06-10,260160,46293,19227,16408
2022-06-10,260170,153847,65025,56586
2022-06-10,260190,129170,53310,47394
2022-06-10,260200,66409,28096,23591
2022-06-10,260210,92039,38744,33788
2022-06-10,260220,84869,35162,30540
2022-06-10,260230,73437,31364,26830
2022-06-10,260250,22246,8301,7863
2022-06-10,260260,82240,35631,30198
2022-06-10,260280,95545,40381,35312
2022-06-10,260290,428563,186856,164120
2022-06-10,260300,68590,27936,24484
2022-06-10,260310,41524,17634,14798
2022-06-10,260320,49315,21927,17957
2022-06-10,260345,307231,132363,116274
2022-06-10,260360,18085,7451,6684
2022-06-10,260370,45453,19483,16622
2022-06-10,260380,40904,16413,14774
2022-06-10,260390,50564,19183,17975
2022-06-10,260400,159691,66532,58160
2022-06-10,260415,32467,13593,11723
2022-06-10,260420,61507,27262,22363
2022-06-10,260430,28352,10763,9845
2022-06-10,260450,41555,18503,15418
2022-06-10,260460,50953,22059,18389
2022-06-10,260470,29800,13017,10556
2022-06-10,260480,25304,11011,9629
2022-06-10,260490,33329,13669,12520
2022-06-10,260500,53894,23080,19946
2022-06-10,260510,81904,33827,29445
2022-06-10,260520,110149,48398,39779
2022-06-10,260530,61351,26900,22913
2022-06-10,260540,44386,18746,16518
2022-06-10,260560,49761,19114,17363
2022-06-10,260570,65291,27626,23136
2022-06-10,260580,25376,10333,8794
2022-06-10,260590,42429,18829,15830
2022-06-10,260620,163787,71396,59482
2022-06-10,260640,159163,68177,59439
2022-06-10,260650,44032,17434,15844
2022-06-10,260660,57104,23619,20676
2022-06-10,260670,19058,7256,6775
2022-06-10,260680,231643,97541,87379
2022-06-10,260690,27986,10618,9987
2022-06-10,260700,30640,13432,11593
2022-06-10,260720,184935,88503,68531
2022-06-10,260730,47407,22160,17078
2022-06-10,260740,12340,4795,4352
2022-06-10,260750,58874,23624,21298
2022-06-10,260770,33963,13035,11956
2022-06-10,260780,32408,13826,11897
2022-06-10,260790,1369023,579568,502522
2022-06-10,260795,22923,9603,8653
2022-06-10,260800,34372,14841,12130
2022-06-10,260805,26615,11306,9570
2022-06-10,260810,69791,28193,25079
2022-06-10,260820,30476,13495,11719
2022-06-10,260830,36212,14558,13061
2022-06-10,260840,31596,13623,11702
2022-06-10,260850,46918,19873,17739
2022-06-10,260860,24009,11911,9134
2022-06-10,260870,29827,13027,10727
2022-06-10,260880,93984,38854,34872
2022-06-10,260890,146021,57132,52508
2022-06-10,260900,52534,21934,19389
2022-06-10,260915,30064,13441,10962
2022-06-10,260920,21917,9414,8319
2022-06-10,260930,33149,13781,11776
2022-06-10,260940,107793,45761,39932
2022-06-10,260960,769156,337121,282646
2022-06-10,260970,44320,18415,15730
2022-06-10,260980,33178,13708,12335
2022-06-10,261000,116236,51114,43086
2022-06-10,261010,16760,6875,6031
2022-06-10,261020,47707,21482,17464
2022-06-10,261030,33670,13127,12197
2022-06-10,261060,101570,44577,39156
2022-06-10,261070,602930,247933,220204
2022-06-10,261090,132035,55698,48780
2022-06-10,261100,69361,31179,25707
2022-06-10,261110,654286,291002,245247
2022-06-10,261120,27840,10836,10124
2022-06-10,261130,45703,21747,17140
2022-06-10,261170,52147,21052,19440
2022-06-10,261180,84074,36057,31626
2022-06-10,261190,42247,18347,15734
2022-06-10,261210,13911,5462,4984
2022-06-10,261220,143983,57422,50644
2022-06-10,261230,37162,15017,12932
2022-06-10,261240,43603,18205,15780
2022-06-10,261250,144221,65726,55553
2022-06-10,261260,73959,32495,27061
2022-06-10,261280,24069,9185,8594
2022-06-10,261290,21096,8777,7738
2022-06-10,261300,102906,42798,38215
2022-06-10,261330,42302,18433,15138
2022-06-10,261340,30559,14100,11258
2022-06-10,261350,72235,30584,25918
2022-06-10,261360,75005,28794,26058
2022-06-10,261390,176575,74912,65776
2022-06-10,261400,43126,16670,14902
2022-06-10,261410,81208,31289,28787
2022-06-10,261420,67722,31537,25980
2022-06-10,261450,132716,53729,48093
2022-06-10,261460,62538,23663,21624
2022-06-10,261480,40524,16987,14340
2022-06-10,261485,36895,17511,13811
2022-06-10,261510,15956,6017,5667
2022-06-10,261530,121996,50500,44629
2022-06-10,261540,58966,27124,22620
2022-06-10,261560,55304,25525,20439
2022-06-10,261590,21063,8471,7395
2022-06-10,261600,38624,16533,14470
2022-06-10,261620,36796,16759,14300
2022-06-10,261630,56906,24814,21594
2022-06-10,261650,21125,10494,8223
2022-06-10,270010,46150,19143,17582
2022-06-10,270040,69122,30926,26708
2022-06-10,270100,54120,22281,20351
2022-06-10,270110,19627,9193,7635
2022-06-10,270120,24068,10188,9489
2022-06-10,270135,13651,6278,5449
2022-06-10,270150,17232,8677,6374
2022-06-10,270160,37397,16179,14452
2022-06-10,270170,30554,13864,11805
2022-06-10,270180,17285,7733,6760
2022-06-10,270190,13599,5671,5183
2022-06-10,270200,26221,10566,9646
2022-06-10,270230,100318,46113,38673
2022-06-10,270235,43150,20077,16810
2022-06-10,270240,104010,48250,38190
2022-06-10,270255,32089,13241,12261
2022-06-10,270260,42397,18749,16251
2022-06-10,270300,23669,11282,9112
2022-06-10,270310,50404,21916,19058
2022-06-10,270330,35543,15845,13679
2022-06-10,270350,11376,5116,4400
2022-06-10,270375,19827,8816,7939
2022-06-10,270380,31416,14949,11611
2022-06-10,270390,8287,3796,3218
2022-06-10,270420,45127,20613,17100
2022-06-10,270450,46060,21899,17423
2022-06-10,270460,21390,9036,8379
2022-06-10,270480,29293,12398,11454
2022-06-10,270520,32100,15083,12343
2022-06-10,270570,43818,19576,16513
2022-06-10,270580,18510,8303,7130
2022-06-10,270610,23985,10445,9190
2022-06-10,270642,25366,10535,9711
2022-06-10,270650,21744,10171,8604
2022-06-10,270680,36048,14920,13998
2022-06-10,270710,48765,21081,18770
2022-06-10,270720,26917,11971,9824
2022-06-10,270730,44491,20658,17049
2022-06-10,270740,11489,5887,4587
2022-06-10,270750,43743,18303,16028
2022-06-10,270760,28032,12134,10727
2022-06-10,270780,12459,5860,4953
2022-06-10,270790,16904,7272,6520
2022-06-10,270800,90332,40392,34722
2022-06-10,270810,25625,10560,9973
2022-06-10,270820,13680,5891,5321
2022-06-10,270830,44928,20794,17487
2022-06-10,270840,62184,26989,23350
2022-06-10,270880,62502,27172,23637
2022-06-10,270895,23571,10676,9183
2022-06-10,270900,14573,5967,5539
2022-06-10,270910,42244,17728,16372
2022-06-10,270920,43539,18284,16249
2022-06-10,270930,111550,51968,43541
2022-06-10,280020,45964,18820,17078
2022-06-10,280060,65110,28094,23665
2022-06-10,280100,38414,16832,13554
2022-06-10,280110,9555,4031,3536
2022-06-10,280120,65793,28257,24433
2022-06-10,280130,75802,31191,28148
2022-06-10,280150,31895,13889,11709
2022-06-10,280170,27989,14207,10630
2022-06-10,280210,141607,66660,54862
2022-06-10,280230,27409,11865,10287
2022-06-10,280250,7925,2970,2793
2022-06-10,280280,32495,14108,12234
2022-06-10,280290,213838,88777,78658
2022-06-10,280300,72978,33523,28784
2022-06-10,280320,66688,29058,24936
2022-06-10,280330,37350,15812,13244
2022-06-10,280350,202148,90296,75902
2022-06-10,280360,35835,19996,13550
2022-06-10,280390,28170,11719,10605
2022-06-10,280420,32340,13759,12255
2022-06-10,280440,37546,16139,14105
2022-06-10,280450,75815,32457,28361
2022-06-10,280460,53629,22969,20035
2022-06-10,280480,345582,150880,126385
2022-06-10,280530,19159,8197,7122
2022-06-10,280540,55922,24181,20642
2022-06-10,280550,52023,22738,19610
2022-06-10,280560,63465,26865,24796
2022-06-10,280570,59690,25936,21877
2022-06-10,280580,41035,18139,15493
2022-06-10,280600,42612,16959,15706
2022-06-10,280610,21164,8965,7667
2022-06-10,280620,37407,16143,13494
2022-06-10,280630,24099,10198,9018
2022-06-10,280660,23205,9615,8253
2022-06-10,280700,7658,3235,2830
2022-06-10,280710,77764,37029,31173
2022-06-10,280740,100507,43462,38420
2022-06-10,280750,23583,10931,8951
2022-06-10,280760,45349,19863,17706
2022-06-10,290010,19562,6985,6692
2022-06-10,290020,43984,17788,16191
2022-06-10,290030,30594,12798,11216
2022-06-10,290040,30423,12640,11244
2022-06-10,290050,25475,9498,9013
2022-06-10,290060,9743,4132,3592
2022-06-10,290080,31164,16397,11703
2022-06-10,290090,13514,5688,4847
2022-06-10,290100,91405,37558,34469
2022-06-10,290110,47025,21141,17804
2022-06-10,290115,35648,14013,12696
2022-06-10,290130,26872,11991,10285
2022-06-10,290135,39593,15910,14622
2022-06-10,290140,32390,13116,11904
2022-06-10,290150,22816,9339,8375
2022-06-10,290160,26813,11149,9732
2022-06-10,290170,26506,11052,9715
2022-06-10,290180,20825,9084,7857
2022-06-10,290190,27797,12654,8725
2022-06-10,290195,14856,6765,5506
2022-06-10,290200,26220,11191,8879
2022-06-10,290205,25324,11259,9610
2022-06-10,290210,100724,45952,36791
2022-06-10,290220,21118,8983,7816
2022-06-10,290230,17151,7747,6431
2022-06-10,290240,20692,9527,7851
2022-06-10,290260,34716,15683,12781
2022-06-10,290265,30820,12267,10873
2022-06-10,290270,93496,42835,35397
2022-06-10,290280,58965,24507,22523
2022-06-10,290290,40811,25619,12670
2022-06-10,290300,32175,12363,11402
2022-06-10,290310,10239,4857,3845
2022-06-10,290320,271215,127681,105303
2022-06-10,290323,29551,12054,10839
2022-06-10,290327,38808,15527,13939
2022-06-10,290330,12644,5838,4554
2022-06-10,290340,33803,15069,12104
2022-06-10,290350,46289,18856,16885
2022-06-10,290360,31174,12900,11637
2022-06-10,290370,27654,12225,9720
2022-06-10,290380,32642,15414,12082
2022-06-10,290390,122529,57850,47804
2022-06-10,290400,31939,13023,11889
2022-06-10,290405,30249,13971,11366
2022-06-10,290410,35793,16607,14318
2022-06-10,290420,22102,9566,7495
2022-06-10,290430,26805,12192,9647
2022-06-10,290450,30536,12079,10619
2022-06-10,290460,166975,66958,62443
2022-06-10,290470,29961,13603,11182
2022-06-10,290475,43267,19256,16338
2022-06-10,290480,14090,5990,5290
2022-06-10,290485,37926,15541,14131
2022-06-10,290490,70262,28026,25625
2022-06-10,290500,57034,22826,20849
2022-06-10,290515,21185,9081,7473
2022-06-10,290520,121971,50060,46001
2022-06-10,290530,37373,16052,14109
2022-06-10,290540,24404,10956,9371
2022-06-10,290550,23525,10101,8941
2022-06-10,290560,42309,19995,16055
2022-06-10,290580,59266,28818,22714
2022-06-10,290590,57796,27447,21592
2022-06-10,290600,95435,58335,29896
2022-06-10,290610,19449,8275,7268
2022-06-10,290630,35644,20102,13308
2022-06-10,290640,19303,8361,7386
2022-06-10,290650,164571,68472,61219
2022-06-10,290670,50392,21124,18420
2022-06-10,290680,77410,33671,28855
2022-06-10,290682,36065,14504,13397
2022-06-10,290685,24435,10055,8775
2022-06-10,290687,60874,29069,23001
2022-06-10,290690,41405,18933,15429
2022-06-10,290700,21411,9007,8074
2022-06-10,290710,64142,26413,24206
2022-06-10,290720,141716,60904,52232
2022-06-10,290730,56000,23414,20592
2022-06-10,290750,128158,51425,47761
2022-06-10,290755,21524,8028,7794
2022-06-10,290760,33843,13363,12561
2022-06-10,290780,61379,25998,22784
2022-06-10,290790,35190,16162,13201
2022-06-10,290800,41860,18193,15512
2022-06-10,290810,38049,16320,14843
2022-06-10,290820,45501,18521,16814
2022-06-10,290830,38483,14874,13976
2022-06-10,290840,123946,55532,47120
2022-06-10,290850,76364,34082,28808
2022-06-10,290860,46296,21145,17816
2022-06-10,290870,47289,18154,17182
2022-06-10,290890,48295,20406,17915
2022-06-10,290900,20289,7935,7504
2022-06-10,290930,59336,25155,22813
2022-06-10,290940,27304,11721,10285
2022-06-10,290980,104665,50097,41928
2022-06-10,290990,65963,27769,23879
2022-06-10,291000,22069,9762,8207
2022-06-10,291005,176285,74768,67709
2022-06-10,291010,32457,11837,11392
2022-06-10,291030,16666,6689,6125
2022-06-10,291040,38831,16428,14618
2022-06-10,291050,83306,35539,31121
2022-06-10,291060,64994,28195,24318
2022-06-10,291070,153724,60206,56285
2022-06-10,291075,41766,16887,15445
2022-06-10,291085,35772,15533,13763
2022-06-10,291120,53299,25380,20222
2022-06-10,291125,10757,4300,3961
2022-06-10,291140,36779,15109,13468
2022-06-10,291150,12245,5399,4467
2022-06-10,291160,50818,21231,18757
2022-06-10,291165,21199,8207,7812
2022-06-10,291170,213994,83816,76046
2022-06-10,291180,24580,12625,9871
2022-06-10,291185,33392,14520,11971
2022-06-10,291190,50216,22660,19088
2022-06-10,291200,24118,10197,9383
2022-06-10,291210,45878,20244,17626
2022-06-10,291230,36367,17180,12774
2022-06-10,291240,39757,15478,14309
2022-06-10,291250,33989,14257,12931
2022-06-10,291270,34802,16039,13422
2022-06-10,291290,40636,18287,15719
2022-06-10,291300,33973,12920,12264
2022-06-10,291310,38016,15940,13618
2022-06-10,291320,56210,24877,20325
2022-06-10,291340,35169,14126,13216
2022-06-10,291345,23334,10441,8859
2022-06-10,291350,31660,15943,12936
2022-06-10,291370,59404,26403,22315
2022-06-10,291380,26660,11811,10130
2022-06-10,291390,85173,38177,32694
2022-06-10,291400,99476,45478,36564
2022-06-10,291410,25977,10479,9503
2022-06-10,291420,11559,5648,3936
2022-06-10,291430,21189,9348,7946
2022-06-10,291440,56447,22410,20753
2022-06-10,291450,59289,25114,21890
2022-06-10,291460,183260,74184,65975
2022-06-10,291465,52431,24861,19669
2022-06-10,291470,115635,53087,44734
2022-06-10,291480,425571,184195,159133
2022-06-10,291490,38880,18670,14773
2022-06-10,291500,24282,11435,9463
2022-06-10,291510,29588,12615,11251
2022-06-10,291520,29733,13217,11063
2022-06-10,291540,9242,4320,3377
2022-06-10,291550,40512,18636,14964
2022-06-10,291560,86741,40248,33011
2022-06-10,291570,12690,5935,5024
2022-06-10,291580,46535,19336,17273
2022-06-10,291590,15845,6594,6164
2022-06-10,291600,36426,15709,13635
2022-06-10,291610,37228,17355,13963
2022-06-10,291630,19795,8427,7187
2022-06-10,291640,117361,52339,44247
2022-06-10,291650,59299,26725,22334
2022-06-10,291660,14923,6633,5489
2022-06-10,291670,14875,6798,5543
2022-06-10,291685,30210,13418,11782
2022-06-10,291700,66224,29292,25463
2022-06-10,291710,34942,15795,13326
2022-06-10,291720,40560,17045,15058
2022-06-10,291730,44075,20373,16652
2022-06-10,291740,35582,13890,12750
2022-06-10,291750,176674,75220,65456
2022-06-10,291760,88386,41375,33859
2022-06-10,291770,77162,32138,26480
2022-06-10,291780,26829,12524,9982
2022-06-10,291790,14653,6739,5534
2022-06-10,291800,324364,141735,121414
2022-06-10,291810,78057,32318,29235
2022-06-10,291820,34062,13489,12274
2022-06-10,291830,28780,13121,10522
2022-06-10,291835,51454,22428,19740
2022-06-10,291840,323835,165659,110772
2022-06-10,291845,13222,6166,4943
2022-06-10,291850,38330,14898,13722
2022-06-10,291855,12487,5852,4468
2022-06-10,291860,21435,7593,7068
2022-06-10,291870,7767,3334,2997
2022-06-10,291875,28335,12094,11429
2022-06-10,291880,31896,18387,11950
2022-06-10,291905,17265,7387,6542
2022-06-10,291910,14607,6629,5734
2022-06-10,291930,21958,9432,8407
2022-06-10,291940,27198,11428,10428
2022-06-10,291950,114018,42758,40911
2022-06-10,291960,25165,11083,9461
2022-06-10,291970,33782,15035,12907
2022-06-10,291990,16443,6721,6001
2022-06-10,291992,45590,18633,16487
2022-06-10,291995,19337,7422,7047
2022-06-10,292000,9738,5279,3217
2022-06-10,292010,42900,16657,15666
2022-06-10,292020,29079,13799,11214
2022-06-10,292030,19378,8118,7523
2022-06-10,292040,31766,13696,11884
2022-06-10,292050,60490,24548,22310
2022-06-10,292060,83457,34885,31235
2022-06-10,292070,30543,13753,11510
2022-06-10,292080,20833,8685,7842
2022-06-10,292090,21277,10037,8071
2022-06-10,292100,101857,42891,37766
2022-06-10,292105,27441,10273,9731
2022-06-10,292110,44307,19529,16377
2022-06-10,292130,20534,9818,7580
2022-06-10,292145,21510,8490,7904
2022-06-10,292150,77252,40868,26853
2022-06-10,292160,19782,7956,6953
2022-06-10,292170,72822,30728,26797
2022-06-10,292180,30201,11759,11274
2022-06-10,292200,55447,29267,20576
2022-06-10,292205,30591,12346,11398
2022-06-10,292210,39112,16635,14883
2022-06-10,292220,20794,9340,6879
2022-06-10,292225,20602,9087,7951
2022-06-10,292230,59983,25258,22527
2022-06-10,292240,48748,20573,18364
2022-06-10,292250,52146,22612,19163
2022-06-10,292260,18956,9135,6941
2022-06-10,292265,28642,12082,10405
2022-06-10,292270,30132,13166,10901
2022-06-10,292275,16146,7181,6219
2022-06-10,292280,15021,6363,5480
2022-06-10,292285,12996,6643,5238
2022-06-10,292290,52826,23213,19571
2022-06-10,292300,52127,26350,17897
2022-06-10,292303,28171,10774,9967
2022-06-10,292305,20729,8739,7664
2022-06-10,292310,46241,21035,17852
2022-06-10,292320,53001,21211,19194
2022-06-10,292335,27369,13473,9621
2022-06-10,292340,47938,19290,17657
2022-06-10,292360,50575,18957,17981
2022-06-10,292370,67841,27784,25351
2022-06-10,292380,56839,22878,20914
2022-06-10,292390,19551,8923,7208
2022-06-10,292405,31999,13570,12297
2022-06-10,292410,15579,6238,5263
2022-06-10,292430,45975,18601,16993
2022-06-10,292440,47852,24496,18588
2022-06-10,292460,34315,15881,12467
2022-06-10,292465,21775,9122,8059
2022-06-10,292470,27305,10268,9850
2022-06-10,292480,39785,16297,14994
2022-06-10,292490,16301,7199,6017
2022-06-10,292500,51285,20653,19111
2022-06-10,292520,83017,34482,31457
2022-06-10,292525,31969,14806,12181
2022-06-10,292540,14204,6783,5293
2022-06-10,292550,42391,21005,15560
2022-06-10,292560,33564,13053,11584
2022-06-10,292570,32924,13047,12291
2022-06-10,292575,50841,23211,20048
2022-06-10,292580,49183,21109,17441
2022-06-10,292590,55502,22613,20242
2022-06-10,292593,20278,9632,7154
2022-06-10,292595,50842,20894,19176
2022-06-10,292600,92583,38807,32291
2022-06-10,292610,27929,12558,10605
2022-06-10,292620,39496,17590,15189
2022-06-10,292630,72277,29360,26620
2022-06-10,292640,68360,28242,25853
2022-06-10,292650,31788,13874,11528
2022-06-10,292660,130033,52573,48178
2022-06-10,292670,32442,12939,11608
2022-06-10,292680,30553,12482,11610
2022-06-10,292690,27925,10410,9978
2022-06-10,292700,77593,33916,28442
2022-06-10,292710,18669,7825,6651
2022-06-10,292720,66352,28119,25521
2022-06-10,292730,30456,12111,10952
2022-06-10,292750,42083,17970,15673
2022-06-10,292760,31772,14011,12050
2022-06-10,292770,54524,24536,20065
2022-06-10,292780,12420,5162,4785
2022-06-10,292790,22426,9415,8268
2022-06-10,292800,82752,35993,31640
2022-06-10,292805,19424,9281,7474
2022-06-10,292810,79330,34397,30115
2022-06-10,292820,51575,24237,22084
2022-06-10,292830,22373,9399,8680
2022-06-10,292840,64087,27160,23897
2022-06-10,292850,20837,8609,7790
2022-06-10,292860,110367,47590,40320
2022-06-10,292870,204306,89981,78396
2022-06-10,292895,18962,8103,7138
2022-06-10,292900,26756,11264,10166
2022-06-10,292910,46048,18623,16464
2022-06-10,292920,91343,36443,32121
2022-06-10,292925,49527,18885,17812
2022-06-10,292930,72795,30255,26400
2022-06-10,292935,12887,6123,4765
2022-06-10,292937,23540,10099,8892
2022-06-10,292940,22399,9439,8442
2022-06-10,292950,76152,32248,28348
2022-06-10,292960,46259,18045,16580
2022-06-10,292970,31775,14559,11520
2022-06-10,292975,24970,11102,9689
2022-06-10,292980,23332,9787,8690
2022-06-10,292990,112606,45689,41524
2022-06-10,293010,148756,63637,55302
2022-06-10,293015,50817,25049,17842
2022-06-10,293020,67802,29783,25804
2022-06-10,293030,35146,14502,13274
2022-06-10,293040,38510,16025,14264
2022-06-10,293050,151545,66221,57250
2022-06-10,293070,237708,102082,90527
2022-06-10,293080,42225,16810,15060
2022-06-10,293100,37606,16318,12187
2022-06-10,293105,39734,16618,14613
2022-06-10,293110,20454,8471,7552
2022-06-10,293120,32493,14895,12141
2022-06-10,293130,29343,12000,10975
2022-06-10,293140,19895,7955,7131
2022-06-10,293150,49658,21746,18354
2022-06-10,293160,24667,11341,9322
2022-06-10,293170,29876,12281,11013
2022-06-10,293180,35269,13802,12174
2022-06-10,293190,110298,45880,39932
2022-06-10,293200,62936,25152,22889
2022-06-10,293210,36173,16350,13418
2022-06-10,293220,39557,17684,14750
2022-06-10,293230,33702,16025,12598
2022-06-10,293240,33808,13591,12158
2022-06-10,293245,22173,9637,8356
2022-06-10,293250,36912,20063,14372
