IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
4104451,Cantagalo,13340,2021-11-15,14813,8112,6417
4104600,Capitão Leônidas Marques,15887,2021-11-15,18513,10182,7864
4104659,Carambeí,24225,2021-11-15,24172,14032,10397
4104808,Cascavel,336073,2021-11-15,500998,272276,218335
4104907,Castro,72125,2021-11-15,107267,61902,45822
4105409,Chopinzinho,19083,2021-11-15,32404,17902,13279
4105508,Cianorte,84980,2021-11-15,130057,70374,57375
4105805,Colombo,249277,2021-11-15,362831,203665,157776
4105904,Colorado,24271,2021-11-15,38553,20844,17099
4106407,Cornélio Procópio,47840,2021-11-15,71338,37837,31271
4106506,Coronel Vivida,20430,2021-11-15,37267,20915,15126
4106605,Cruzeiro do Oeste,20962,2021-11-15,30866,17072,12790
4106902,Curitiba,1963726,2021-11-15,2891986,1499563,1276618
4107009,Curiúva,15289,2021-11-15,18972,10278,8264
4107207,Dois Vizinhos,41424,2021-11-15,60411,33508,26227
4107256,Douradina,8988,2021-11-15,13148,7132,5706
4107652,Fazenda Rio Grande,103750,2021-11-15,145913,84855,61392
4108304,Foz do Iguaçu,257971,2021-11-15,409021,221823,179907
4108403,Francisco Beltrão,93308,2021-11-15,134166,71901,57779
4108601,Goioerê,28734,2021-11-15,46523,24745,20712
4108650,Goioxim,6997,2021-11-15,9040,5017,3780
4108809,Guaíra,33497,2021-11-15,51664,28237,22570
4108908,Guairaçá,6635,2021-11-15,10573,5613,4581
4109401,Guarapuava,183755,2021-11-15,230701,130125,97296
4109609,Guaratuba,37974,2021-11-15,54575,28865,23828
4109807,Ibiporã,55688,2021-11-15,76526,40871,33703
4110706,Irati,61439,2021-11-15,90694,48636,39434
4111209,Itapejara d'Oeste,12220,2021-11-15,19286,10535,8229
4112801,Joaquim Távora,12108,2021-11-15,17441,9606,7333
4113254,Laranjal,5719,2021-11-15,6235,3689,2517
4113304,Laranjeiras do Sul,32167,2021-11-15,50768,27362,22105
4113452,Lindoeste,4488,2021-11-15,8800,4509,3938
4113700,Londrina,580870,2021-11-15,905005,464014,397835
4114104,Mandaguaçu,23373,2021-11-15,36271,20159,15559
4114203,Mandaguari,34628,2021-11-15,52897,29348,24012
4114351,Manfrinópolis,2442,2021-11-15,4039,2154,1814
4114401,Mangueirinha,16572,2021-11-15,29218,15752,12655
4114500,Manoel Ribas,13517,2021-11-15,18605,10168,8295
4114609,Marechal Cândido Rondon,54031,2021-11-15,84645,46304,36156
4114906,Marilândia do Sul,8793,2021-11-15,14828,7851,6506
4115200,Maringá,436472,2021-11-15,751852,407083,318732
4115309,Mariópolis,6655,2021-11-15,10066,5464,4409
4115606,Matelândia,18266,2021-11-15,29098,16524,12580
4115705,Matinhos,35705,2021-11-15,37972,22641,14740
4115853,Mercedes,5617,2021-11-15,8989,4735,4028
4116109,Moreira Sales,11966,2021-11-15,19404,10606,8324
4116208,Morretes,16485,2021-11-15,20945,11433,8906
4116703,Nova Aurora,10131,2021-11-15,18469,9871,7992
4117107,Nova Londrina,13188,2021-11-15,21699,11977,9269
4117206,Nova Olímpia,5846,2021-11-15,10667,5704,4675
4117305,Ortigueira,21783,2021-11-15,27205,15466,11096
4117503,Paiçandu,42251,2021-11-15,54529,30404,23617
4117602,Palmas,52503,2021-11-15,57851,32793,24678
4118204,Paranaguá,157378,2021-11-15,227741,124278,101236
4118402,Paranavaí,89454,2021-11-15,130222,71857,55407
4118451,Pato Bragado,5755,2021-11-15,8769,4712,3765
4118501,Pato Branco,84779,2021-11-15,136864,74984,57677
4118600,Paula Freitas,5942,2021-11-15,7676,4217,3426
4118808,Peabiru,14017,2021-11-15,19421,10409,8327
4118907,Pérola,11406,2021-11-15,16284,9177,6709
4119152,Pinhais,134788,2021-11-15,181038,98211,78768
4119301,Pinhão,32722,2021-11-15,40623,23246,17140
4119400,Piraí do Sul,25779,2021-11-15,36874,19777,16480
4119608,Pitanga,29686,2021-11-15,50141,27558,21543
4119905,Ponta Grossa,358838,2021-11-15,453793,268977,182567
4119954,Pontal do Paraná,28529,2021-11-15,50295,26541,21788
4120804,Quatro Barras,24253,2021-11-15,43059,23940,18440
4121109,Quinta do Sol,4444,2021-11-15,6911,3556,2978
4121307,Rancho Alegre,3760,2021-11-15,6022,3048,2613
4121505,Rebouças,14991,2021-11-15,23478,12545,10342
4121604,Renascença,6772,2021-11-15,9417,5170,4067
4121703,Reserva,26933,2021-11-15,35170,19924,15614
4122305,Rio Negro,34645,2021-11-15,52641,29457,23081
4122404,Rolândia,68165,2021-11-15,101056,54285,43892
4122602,Rondon,9664,2021-11-15,14105,7508,6244
4123006,Salto do Lontra,14957,2021-11-15,19520,10434,8496
4123501,Santa Helena,27036,2021-11-15,37101,19412,16544
4123907,Santa Mariana,11523,2021-11-15,18184,9841,7860
4124053,Santa Terezinha de Itaipu,23927,2021-11-15,35443,19752,15703
4124103,Santo Antônio da Platina,46503,2021-11-15,59145,33245,25032
4124707,São Jerônimo da Serra,11088,2021-11-15,15637,8187,7130
4125209,São Jorge d'Oeste,9005,2021-11-15,15595,7967,6929
4125357,São Jorge do Patrocínio,5532,2021-11-15,10944,5616,4894
4125506,São José dos Pinhais,334620,2021-11-15,363874,204614,158187
4125704,São Miguel do Iguaçu,27696,2021-11-15,43216,23699,18567
4125753,São Pedro do Iguaçu,5745,2021-11-15,7558,4349,2996
4125803,São Pedro do Ivaí,11109,2021-11-15,13357,7083,5815
4126256,Sarandi,98888,2021-11-15,113232,64005,46994
4126306,Sengés,19441,2021-11-15,28382,16195,12449
4126678,Tamarana,15277,2021-11-15,15869,8508,6708
4127106,Telêmaco Borba,80588,2021-11-15,110428,60767,47844
4127502,Tibagi,20688,2021-11-15,27481,15217,11758
4127700,Toledo,144601,2021-11-15,213053,121179,88010
4127882,Tunas do Paraná,9269,2021-11-15,7487,4455,3108
4127965,Turvo,12977,2021-11-15,21635,11654,9548
4128005,Ubiratã,20809,2021-11-15,35697,19557,15422
4128104,Umuarama,113416,2021-11-15,155286,84018,66505
4128203,União da Vitória,58298,2021-11-15,88403,48022,38079
4128500,Wenceslau Braz,19358,2021-11-15,30776,16573,13335
4128534,Ventania,12267,2021-11-15,14053,7547,6222
4128609,Verê,7094,2021-11-15,12460,6339,5629
4128708,Vitorino,6879,2021-11-15,11401,6316,4919
4200309,Agronômica,5570,2021-11-15,9492,5027,4259
4201208,Antônio Carlos,8712,2021-11-15,19192,10434,8438
4201307,Araquari,40890,2021-11-15,45740,26536,19185
4201406,Araranguá,69493,2021-11-15,102251,56552,44182
4202008,Balneário Camboriú,149227,2021-11-15,176973,96280,74784
4202057,Balneário Barra do Sul,11271,2021-11-15,21766,11399,9603
4202107,Barra Velha,30539,2021-11-15,36420,20391,15514
4202305,Biguaçu,70471,2021-11-15,89222,49419,37805
4202404,Blumenau,366418,2021-11-15,487813,274806,212589
4202453,Bombinhas,20889,2021-11-15,34862,19223,14930
4202602,Bom Retiro,10153,2021-11-15,11671,6397,4961
4202800,Braço do Norte,34294,2021-11-15,47406,25911,20802
4202859,Braço do Trombudo,3794,2021-11-15,5597,2985,2474
4202909,Brusque,140597,2021-11-15,199036,110827,85464
4203006,Caçador,80017,2021-11-15,103186,58640,43545
4203204,Camboriú,87179,2021-11-15,93038,54274,38162
4203303,Campo Alegre,11985,2021-11-15,19526,10319,8944
4203808,Canoinhas,54558,2021-11-15,80010,46542,33331
4204178,Cerro Negro,3013,2021-11-15,4634,2497,2108
4204202,Chapecó,227587,2021-11-15,365943,195535,163165
4204301,Concórdia,75683,2021-11-15,131932,70209,59505
4204509,Corupá,16300,2021-11-15,24094,12793,10662
4204608,Criciúma,219393,2021-11-15,307805,164008,136225
4205308,Faxinal dos Guedes,10630,2021-11-15,18364,9915,8063
4205357,Flor do Sertão,1575,2021-11-15,3187,1560,1378
4205407,Florianópolis,516524,2021-11-15,785664,410748,343219
4205605,Galvão,2711,2021-11-15,5512,2864,2436
4205704,Garopaba,24070,2021-11-15,44229,24918,18935
4205803,Garuva,18816,2021-11-15,21254,12296,8913
4205902,Gaspar,71925,2021-11-15,97443,56952,40438
4206207,Gravatal,11652,2021-11-15,15951,8536,7049
4206306,Guabiruba,24922,2021-11-15,31309,17754,13363
4206504,Guaramirim,46757,2021-11-15,55761,32056,23796
4207205,Imaruí,9764,2021-11-15,14317,7596,6419
4207304,Imbituba,45711,2021-11-15,70491,41595,28577
4207502,Indaial,72346,2021-11-15,92696,52266,38938
4207908,Irineópolis,11354,2021-11-15,15712,8148,7267
4208104,Itaiópolis,21889,2021-11-15,30964,16540,13953
4208203,Itajaí,226617,2021-11-15,306353,176931,126812
4208302,Itapema,69323,2021-11-15,99990,55305,42723
4208450,Itapoá,21766,2021-11-15,42221,22686,18805
4208906,Jaraguá do Sul,184579,2021-11-15,257831,139493,115864
4209102,Joinville,604708,2021-11-15,796048,438464,344593
4209300,Lages,157158,2021-11-15,220576,130889,92623
4209409,Laguna,46424,2021-11-15,65079,34373,28437
4210035,Luzerna,5683,2021-11-15,10758,5604,4660
4210100,Mafra,56825,2021-11-15,78423,42784,33868
4210506,Maravilha,26463,2021-11-15,42230,22571,18485
4210605,Massaranduba,17330,2021-11-15,21574,11526,9445
4211058,Monte Carlo,9945,2021-11-15,11862,6755,4942
4211306,Navegantes,85734,2021-11-15,86641,49506,37069
4211405,Nova Erechim,5163,2021-11-15,7785,4321,3208
4211900,Palhoça,178679,2021-11-15,262589,146431,113061
4212205,Papanduva,19521,2021-11-15,28735,15431,12989
4212254,Passo de Torres,9269,2021-11-15,11980,6584,5198
4212304,Paulo Lopes,7642,2021-11-15,12906,7118,5659
4212502,Penha,34022,2021-11-15,39190,22360,16161
4212700,Petrolândia,5873,2021-11-15,9807,5761,4103
4212809,Balneário Piçarras,24385,2021-11-15,36886,20537,15729
4213302,Ponte Alta,4619,2021-11-15,7510,4077,3226
4213500,Porto Belo,22466,2021-11-15,25091,14303,10235
4213609,Porto União,35685,2021-11-15,57511,30642,25180
4214409,Rio das Antas,6199,2021-11-15,7419,4015,3235
4214805,Rio do Sul,72931,2021-11-15,103082,55889,45179
4215000,Rio Negrinho,42684,2021-11-15,59267,33853,24976
4215208,Romelândia,4584,2021-11-15,8331,4363,3907
4215802,São Bento do Sul,86317,2021-11-15,121556,65124,55333
4216206,São Francisco do Sul,54751,2021-11-15,101435,60680,41357
4216602,São José,253705,2021-11-15,368560,208029,154947
4216701,São José do Cedro,13811,2021-11-15,24446,12726,10921
4216909,São Lourenço do Oeste,24501,2021-11-15,28732,17967,11291
4217006,São Ludgero,13886,2021-11-15,20673,11283,9314
4217204,São Miguel do Oeste,41246,2021-11-15,70442,36180,31951
4217402,Schroeder,22605,2021-11-15,23462,13217,10239
4217600,Siderópolis,14176,2021-11-15,22150,11706,9816
4217709,Sombrio,31084,2021-11-15,36391,20320,15624
4217956,Tigrinhos,1606,2021-11-15,3458,1754,1555
4218004,Tijucas,39889,2021-11-15,52650,31344,21264
4218202,Timbó,45703,2021-11-15,73141,38758,32606
4218509,Treze Tílias,8138,2021-11-15,12380,6713,5469
4218608,Trombudo Central,7506,2021-11-15,10834,5743,4736
4218707,Tubarão,107143,2021-11-15,173064,93093,74600
4219002,Urussanga,21419,2021-11-15,30724,16388,13693
4219150,Vargem,2387,2021-11-15,4611,2416,2088
4219309,Videira,54145,2021-11-15,83949,46236,36920
4219408,Witmarsum,4032,2021-11-15,6613,3542,2974
4300109,Agudo,16344,2021-11-15,25061,13502,10996
4300406,Alegrete,72493,2021-11-15,117724,62508,51064
4300554,Alto Alegre,1590,2021-11-15,3183,1587,1378
4300604,Alvorada,212352,2021-11-15,293611,161720,125586
4301008,Arroio do Meio,21121,2021-11-15,35029,18178,15945
4301206,Arroio do Tigre,13452,2021-11-15,19742,10400,8919
4301503,Augusto Pestana,6545,2021-11-15,11127,5560,4980
4301636,Balneário Pinhal,14645,2021-11-15,21338,11489,8997
4301701,Barão de Cotegipe,6616,2021-11-15,12079,6070,5353
4302105,Bento Gonçalves,123090,2021-11-15,169584,92992,72290
4302352,Bom Princípio,14446,2021-11-15,21257,11535,9442
4303004,Cachoeira do Sul,81552,2021-11-15,135494,70104,60047
4303103,Cachoeirinha,132144,2021-11-15,187789,104053,80988
4303608,Cambará do Sul,6383,2021-11-15,7928,4673,3388
4303806,Campinas do Sul,5422,2021-11-15,9463,4682,4198
4303905,Campo Bom,69981,2021-11-15,100079,54144,44019
4304101,Campos Borges,3272,2021-11-15,5788,3109,2473
4304358,Candiota,9707,2021-11-15,16438,9028,7212
4304408,Canela,45957,2021-11-15,65596,36422,28177
4304606,Canoas,349728,2021-11-15,490245,266886,212129
4304630,Capão da Canoa,55009,2021-11-15,84624,47902,35292
4304705,Carazinho,62413,2021-11-15,101851,53049,43401
4305108,Caxias do Sul,523716,2021-11-15,685865,370410,294844
4305132,Cerro Branco,4720,2021-11-15,6553,3378,2921
4305207,Cerro Largo,14243,2021-11-15,24739,12589,11034
4305355,Charqueadas,41705,2021-11-15,55203,29304,24649
4305454,Cidreira,16897,2021-11-15,22067,12121,9654
4306106,Cruz Alta,59561,2021-11-15,106675,56090,45519
4306403,Dois Irmãos,33547,2021-11-15,51462,27258,23293
4306601,Dom Pedrito,38222,2021-11-15,56795,30182,24901
4306700,Dona Francisca,2958,2021-11-15,5294,2729,2301
4306908,Encruzilhada do Sul,26039,2021-11-15,37482,20415,16411
4307005,Erechim,107368,2021-11-15,157999,84466,70293
4307054,Ernestina,3171,2021-11-15,5258,2730,2308
4307500,Espumoso,15594,2021-11-15,24215,12766,10813
4308409,Formigueiro,6569,2021-11-15,10555,5242,4703
4308508,Frederico Westphalen,31675,2021-11-15,49305,25950,21976
4308607,Garibaldi,35794,2021-11-15,53498,27975,23912
4308805,General Câmara,8339,2021-11-15,13380,6965,5819
4309100,Gramado,36864,2021-11-15,61573,34093,26114
4309209,Gravataí,285564,2021-11-15,383966,209753,164715
4309308,Guaíba,98331,2021-11-15,139149,74498,60589
4309605,Horizontina,19446,2021-11-15,31160,16294,14188
4309753,Ibarama,4393,2021-11-15,6620,3498,2995
4310207,Ijuí,84041,2021-11-15,136849,72398,58968
4310330,Imbé,23721,2021-11-15,40521,22409,17341
4310405,Independência,6054,2021-11-15,10331,5160,4517
4310801,Ivoti,25068,2021-11-15,37614,19848,16809
4311007,Jaguarão,26327,2021-11-15,39553,20634,17394
4311239,Lagoa Bonita do Sul,2939,2021-11-15,3740,1888,1692
4311403,Lajeado,86005,2021-11-15,123884,68102,53456
4311775,Maquiné,6747,2021-11-15,11606,6122,5229
4311809,Marau,45523,2021-11-15,68745,35558,32130
4312401,Montenegro,66157,2021-11-15,89265,53281,36598
4312625,Muliterno,1901,2021-11-15,3305,1681,1501
4312658,Não-Me-Toque,17886,2021-11-15,28551,14721,12663
4313375,Nova Santa Rita,30482,2021-11-15,37746,21256,16427
4313409,Novo Hamburgo,247303,2021-11-15,338674,185642,144281
4313490,Novo Barreiro,4185,2021-11-15,7096,3660,3177
4313508,Osório,46815,2021-11-15,72767,37991,31574
4313706,Palmeira das Missões,32967,2021-11-15,53341,28311,23290
4313904,Panambi,44583,2021-11-15,61232,34166,26224
4314050,Parobé,59419,2021-11-15,75903,41877,32507
4314100,Passo Fundo,206103,2021-11-15,312849,164579,137372
4314407,Pelotas,343826,2021-11-15,499800,267295,213466
4314506,Pinheiro Machado,12122,2021-11-15,20154,10326,8960
4314803,Portão,38081,2021-11-15,52570,28957,22635
4314902,Porto Alegre,1492530,2021-11-15,2363416,1222593,1024236
4315503,Restinga Sêca,15702,2021-11-15,24807,13104,11107
4315602,Rio Grande,212881,2021-11-15,296170,159559,132183
4316105,Ronda Alta,10633,2021-11-15,16388,8292,7270
4316402,Rosário do Sul,39210,2021-11-15,55525,29523,23754
4316451,Salto do Jacuí,12512,2021-11-15,16705,8873,7424
4316808,Santa Cruz do Sul,132271,2021-11-15,209481,112000,91369
4316907,Santa Maria,285159,2021-11-15,379463,208431,163343
4317103,Sant'Ana do Livramento,75647,2021-11-15,115347,61126,50327
4317202,Santa Rosa,73882,2021-11-15,114397,60652,51156
4317509,Santo Ângelo,77544,2021-11-15,131074,67710,58574
4317806,Santo Augusto,13813,2021-11-15,22040,11453,9890
4318309,São Gabriel,62187,2021-11-15,97455,50892,42710
4318408,São Jerônimo,24569,2021-11-15,33895,18011,14779
4318705,São Leopoldo,240378,2021-11-15,314207,171629,133900
4318903,São Luiz Gonzaga,33124,2021-11-15,57437,30435,24924
4319000,São Marcos,21756,2021-11-15,35990,19060,16023
4319208,São Nicolau,5153,2021-11-15,8614,4366,3839
4319604,São Sepé,23492,2021-11-15,39764,20864,17176
4320008,Sapucaia do Sul,142508,2021-11-15,202948,109946,87985
4320552,Sertão Santana,6586,2021-11-15,10239,5538,4497
4320701,Sobradinho,15041,2021-11-15,22695,11746,10223
4320909,Tapejara,24973,2021-11-15,37811,19932,17127
4321204,Taquara,57740,2021-11-15,71699,40570,30370
4321451,Teutônia,34275,2021-11-15,49435,26882,21842
4321501,Torres,39381,2021-11-15,61255,32500,27059
4321600,Tramandaí,53507,2021-11-15,73492,40293,31617
4321808,Três de Maio,23846,2021-11-15,38056,20535,16423
4321907,Três Passos,23799,2021-11-15,45031,23112,20100
4321956,Trindade do Sul,5781,2021-11-15,11108,5902,4936
4322301,Tuparendi,7730,2021-11-15,15775,7688,7153
4322327,Turuçu,3408,2021-11-15,6533,3565,2960
4322400,Uruguaiana,126766,2021-11-15,168340,94636,72437
4322509,Vacaria,66916,2021-11-15,90840,49195,39048
4322707,Vera Cruz,27325,2021-11-15,38585,21286,16775
4322905,Viadutos,4628,2021-11-15,8907,4353,3937
4323002,Viamão,257330,2021-11-15,314233,160843,140991
4323507,Vista Alegre,2726,2021-11-15,4850,2493,2191
5000203,Água Clara,16025,2021-11-15,19154,10988,7957
5000609,Amambai,40247,2021-11-15,59932,31661,26670
5000906,Antônio João,9082,2021-11-15,12599,7051,6375
5001003,Aparecida do Taboado,26386,2021-11-15,37142,19770,16418
5001102,Aquidauana,48184,2021-11-15,76248,40469,33088
5001243,Aral Moreira,12511,2021-11-15,11537,6694,5812
5002100,Bela Vista,24842,2021-11-15,29968,17750,15574
5002159,Bodoquena,7802,2021-11-15,11160,6148,4844
5002308,Brasilândia,11835,2021-11-15,22638,11687,10287
5002407,Caarapó,31005,2021-11-15,47468,25382,21901
5002704,Campo Grande,916001,2021-11-15,1417470,731362,580365
5002902,Cassilândia,22063,2021-11-15,41848,21761,18742
5002951,Chapadão do Sul,26499,2021-11-15,54889,30559,25469
5003157,Coronel Sapucaia,15449,2021-11-15,18241,10759,8175
5003207,Corumbá,112669,2021-11-15,131937,79444,71120
5003256,Costa Rica,21456,2021-11-15,42650,22773,19731
5003702,Dourados,227990,2021-11-15,348399,185343,154178
5003751,Eldorado,12447,2021-11-15,17038,9316,7371
5003801,Fátima do Sul,19152,2021-11-15,39205,19840,17339
5004304,Iguatemi,16273,2021-11-15,23673,12641,10448
5004502,Itaporã,25478,2021-11-15,31187,15271,14256
5004601,Itaquiraí,21604,2021-11-15,25388,13465,11304
5004700,Ivinhema,23277,2021-11-15,41278,21051,18567
5004908,Jaraguari,7342,2021-11-15,9033,4606,3929
5005004,Jardim,26375,2021-11-15,40156,21828,17961
5005251,Laguna Carapã,7496,2021-11-15,9609,5344,4441
5005400,Maracaju,48944,2021-11-15,58720,31032,26809
5005681,Mundo Novo,18578,2021-11-15,24867,14779,12913
5005707,Naviraí,56484,2021-11-15,70631,38850,30931
5006002,Nova Alvorada do Sul,22967,2021-11-15,30246,16954,13913
5006200,Nova Andradina,56057,2021-11-15,84850,44197,38483
5006309,Paranaíba,42401,2021-11-15,66934,33752,29728
5006606,Ponta Porã,95320,2021-11-15,146258,92212,84112
5007109,Ribas do Rio Pardo,25310,2021-11-15,27048,14603,12142
5007208,Rio Brilhante,38844,2021-11-15,52273,28426,23462
5007307,Rio Negro,4758,2021-11-15,6924,3429,3039
5007695,São Gabriel do Oeste,27660,2021-11-15,50060,26732,22585
5007703,Sete Quedas,10751,2021-11-15,13552,7997,6372
5007901,Sidrolândia,60792,2021-11-15,67817,36577,27814
5007950,Tacuru,11795,2021-11-15,14516,7351,6488
5008008,Terenos,22721,2021-11-15,23371,12513,9861
5008305,Três Lagoas,125137,2021-11-15,198909,104332,90350
5100201,Água Boa,26679,2021-11-15,38226,21503,16533
5100607,Alto Taquari,11413,2021-11-15,15821,9022,6861
5101258,Araputanga,17078,2021-11-15,23973,13269,10507
5101407,Aripuanã,23067,2021-11-15,23407,14595,8770
5101803,Barra do Garças,61702,2021-11-15,99306,58059,39946
5101902,Brasnorte,20571,2021-11-15,18259,10770,7398
5102504,Cáceres,95339,2021-11-15,110374,62980,46989
5102637,Campo Novo do Parecis,36917,2021-11-15,62312,36313,26154
5102678,Campo Verde,44033,2021-11-15,66408,40418,25817
5102686,Campos de Júlio,7245,2021-11-15,11328,6068,5315
5102702,Canarana,22101,2021-11-15,25115,15182,10119
5103056,Cláudia,12338,2021-11-15,12606,7401,5495
5103205,Colíder,33855,2021-11-15,42097,23404,17797
5103254,Colniza,41117,2021-11-15,24404,15844,8648
5103353,Confresa,32076,2021-11-15,25183,15265,9849
5103403,Cuiabá,623614,2021-11-15,782347,443268,327702
5103452,Denise,9626,2021-11-15,9054,5233,4018
5103502,Diamantino,22311,2021-11-15,36186,20976,14806
5103700,Feliz Natal,14847,2021-11-15,13267,7882,5440
5103957,Glória D'Oeste,2990,2021-11-15,5127,2846,2281
