Date,IBGE6,Type,N
2021-06-08,250830,First Doe,1
2021-06-08,251370,First Doe,1
2021-06-08,260570,First Doe,1
2021-06-08,260630,First Doe,1
2021-06-08,261070,First Doe,1
2021-06-08,261110,First Doe,1
2021-06-08,261350,First Doe,1
2021-06-08,270470,First Doe,1
2021-06-08,270770,First Doe,1
2021-06-08,290320,First Doe,1
2021-06-08,290590,Second Doe,1
2021-06-08,291170,First Doe,1
2021-06-08,291840,First Doe,1
2021-06-08,291955,First Doe,6
2021-06-08,291955,Second Doe,1
2021-06-08,292020,First Doe,1
2021-06-08,292820,First Doe,1
2021-06-08,293270,First Doe,1
2021-06-08,293305,First Doe,1
2021-06-08,310350,First Doe,1
2021-06-08,310380,First Doe,1
2021-06-08,310620,First Doe,1
2021-06-08,311260,First Doe,1
2021-06-08,311730,First Doe,2
2021-06-08,313670,Second Doe,1
2021-06-08,313840,First Doe,1
2021-06-08,314410,First Doe,1
2021-06-08,314700,First Doe,1
2021-06-08,316960,First Doe,1
2021-06-08,317020,First Doe,3
2021-06-08,320020,First Doe,1
2021-06-08,330120,First Doe,1
2021-06-08,330200,First Doe,1
2021-06-08,330455,First Doe,1
2021-06-08,350320,First Doe,1
2021-06-08,350610,First Doe,1
2021-06-08,350950,First Doe,1
2021-06-08,350950,Second Doe,1
2021-06-08,351410,First Doe,1
2021-06-08,351540,First Doe,1
2021-06-08,352010,First Doe,1
2021-06-08,352510,First Doe,1
2021-06-08,354080,First Doe,1
2021-06-08,354340,First Doe,1
2021-06-08,354740,First Doe,1
2021-06-08,354870,First Doe,1
2021-06-08,354890,First Doe,1
2021-06-08,354980,First Doe,1
2021-06-08,355030,First Doe,2
2021-06-08,355070,First Doe,1
2021-06-08,355410,First Doe,1
2021-06-08,355690,Second Doe,1
2021-06-08,410350,First Doe,1
2021-06-08,410400,First Doe,2
2021-06-08,410480,First Doe,1
2021-06-08,410880,First Doe,1
2021-06-08,411210,First Doe,2
2021-06-08,411460,First Doe,1
2021-06-08,411480,First Doe,1
2021-06-08,411520,First Doe,1
2021-06-08,411845,First Doe,1
2021-06-08,412530,First Doe,1
2021-06-08,412570,First Doe,1
2021-06-08,412810,Second Doe,1
2021-06-08,420420,First Doe,1
2021-06-08,420430,First Doe,1
2021-06-08,430700,First Doe,3
2021-06-08,431370,First Doe,1
2021-06-08,431410,First Doe,1
2021-06-08,431690,First Doe,1
2021-06-08,500325,First Doe,1
2021-06-08,500450,First Doe,1
2021-06-08,500570,First Doe,1
2021-06-08,500640,First Doe,1
2021-06-08,500720,First Doe,1
2021-06-08,510020,First Doe,1
2021-06-08,510335,First Doe,1
2021-06-08,510510,First Doe,1
2021-06-08,510525,First Doe,1
2021-06-08,510625,First Doe,1
2021-06-08,510629,First Doe,1
2021-06-08,510677,First Doe,1
2021-06-08,510777,First Doe,1
2021-06-08,510792,First Doe,1
2021-06-08,510840,First Doe,1
2021-06-08,510860,First Doe,1
2021-06-08,520013,First Doe,1
2021-06-08,520025,First Doe,1
2021-06-08,520110,First Doe,4
2021-06-08,520110,Second Doe,2
2021-06-08,520130,First Doe,1
2021-06-08,520140,First Doe,17
2021-06-08,520140,Second Doe,5
2021-06-08,520180,First Doe,1
2021-06-08,520330,First Doe,1
2021-06-08,520410,First Doe,2
2021-06-08,520450,First Doe,1
2021-06-08,520490,First Doe,2
2021-06-08,520547,First Doe,1
2021-06-08,520740,First Doe,1
2021-06-08,520800,First Doe,1
2021-06-08,520800,Second Doe,1
2021-06-08,520860,First Doe,2
2021-06-08,520870,First Doe,48
2021-06-08,520870,Second Doe,10
2021-06-08,520880,First Doe,2
2021-06-08,520910,First Doe,1
2021-06-08,521040,First Doe,1
2021-06-08,521150,First Doe,1
2021-06-08,521180,First Doe,1
2021-06-08,521250,First Doe,1
2021-06-08,521280,First Doe,1
2021-06-08,521308,First Doe,1
2021-06-08,521308,Second Doe,1
2021-06-08,521380,First Doe,2
2021-06-08,521483,First Doe,2
2021-06-08,521486,First Doe,1
2021-06-08,521570,First Doe,2
2021-06-08,521800,First Doe,5
2021-06-08,521830,Second Doe,1
2021-06-08,521850,First Doe,1
2021-06-08,521870,First Doe,1
2021-06-08,521880,Second Doe,1
2021-06-08,521890,First Doe,2
2021-06-08,521930,First Doe,1
2021-06-08,522000,First Doe,1
2021-06-08,522020,First Doe,7
2021-06-08,522040,First Doe,2
2021-06-08,522045,First Doe,5
2021-06-08,522045,Second Doe,1
2021-06-08,522050,First Doe,1
2021-06-08,522060,First Doe,1
2021-06-08,522140,First Doe,1
2021-06-08,522160,First Doe,1
2021-06-08,522185,First Doe,1
2021-06-08,530010,First Doe,16
2021-06-08,530010,Second Doe,1
2021-06-09,110004,First Doe,1
2021-06-09,110020,First Doe,6
2021-06-09,110020,Second Doe,1
2021-06-09,110080,Second Doe,1
2021-06-09,120001,First Doe,1
2021-06-09,130260,First Doe,2
2021-06-09,140010,First Doe,1
2021-06-09,140028,First Doe,1
2021-06-09,150080,First Doe,1
2021-06-09,150140,First Doe,2
2021-06-09,150157,First Doe,1
2021-06-09,150178,First Doe,1
2021-06-09,150270,First Doe,10
2021-06-09,150270,Second Doe,1
2021-06-09,150277,Second Doe,1
2021-06-09,150293,First Doe,1
2021-06-09,150295,First Doe,1
2021-06-09,150304,First Doe,2
2021-06-09,150345,First Doe,1
2021-06-09,150360,Second Doe,1
2021-06-09,150380,First Doe,1
2021-06-09,150420,First Doe,6
2021-06-09,150506,First Doe,2
2021-06-09,150548,Second Doe,1
2021-06-09,150553,First Doe,7
2021-06-09,150563,First Doe,1
2021-06-09,150613,First Doe,5
2021-06-09,150616,First Doe,1
2021-06-09,150618,Second Doe,1
2021-06-09,150670,First Doe,1
2021-06-09,150670,Second Doe,1
2021-06-09,150715,Second Doe,1
2021-06-09,150730,First Doe,1
2021-06-09,150745,First Doe,3
2021-06-09,150760,First Doe,1
2021-06-09,150795,First Doe,1
2021-06-09,150808,First Doe,4
2021-06-09,150815,Second Doe,1
2021-06-09,150840,First Doe,2
2021-06-09,160030,First Doe,1
2021-06-09,170025,First Doe,3
2021-06-09,170025,Second Doe,1
2021-06-09,170030,First Doe,23
2021-06-09,170030,Second Doe,1
2021-06-09,170035,First Doe,15
2021-06-09,170040,First Doe,36
2021-06-09,170070,First Doe,14
2021-06-09,170070,Second Doe,5
2021-06-09,170100,First Doe,49
2021-06-09,170100,Second Doe,1
2021-06-09,170105,First Doe,54
2021-06-09,170105,Second Doe,1
2021-06-09,170110,First Doe,1
2021-06-09,170110,Second Doe,1
2021-06-09,170130,First Doe,28
2021-06-09,170130,Second Doe,54
2021-06-09,170190,First Doe,2
2021-06-09,170200,First Doe,2
2021-06-09,170200,Second Doe,1
2021-06-09,170210,First Doe,1144
2021-06-09,170210,Second Doe,85
2021-06-09,170215,First Doe,38
2021-06-09,170215,Second Doe,19
2021-06-09,170220,First Doe,49
2021-06-09,170220,Second Doe,20
2021-06-09,170230,First Doe,83
2021-06-09,170230,Second Doe,32
2021-06-09,170240,First Doe,19
2021-06-09,170240,Second Doe,2
2021-06-09,170255,First Doe,34
2021-06-09,170255,Second Doe,6
2021-06-09,170270,First Doe,1
2021-06-09,170290,First Doe,77
2021-06-09,170300,First Doe,6
2021-06-09,170300,Second Doe,18
2021-06-09,170305,First Doe,40
2021-06-09,170307,First Doe,1
2021-06-09,170310,First Doe,42
2021-06-09,170310,Second Doe,6
2021-06-09,170320,First Doe,24
2021-06-09,170320,Second Doe,1
2021-06-09,170330,First Doe,19
2021-06-09,170370,First Doe,4
2021-06-09,170380,First Doe,71
2021-06-09,170380,Second Doe,3
2021-06-09,170382,First Doe,37
2021-06-09,170384,First Doe,16
2021-06-09,170384,Second Doe,3
2021-06-09,170386,First Doe,13
2021-06-09,170388,First Doe,12
2021-06-09,170389,First Doe,13
2021-06-09,170389,Second Doe,2
2021-06-09,170390,First Doe,20
2021-06-09,170390,Second Doe,2
2021-06-09,170410,First Doe,15
2021-06-09,170410,Second Doe,3
2021-06-09,170460,First Doe,3
2021-06-09,170510,First Doe,10
2021-06-09,170550,First Doe,89
2021-06-09,170550,Second Doe,5
2021-06-09,170555,First Doe,9
2021-06-09,170560,First Doe,1
2021-06-09,170560,Second Doe,1
2021-06-09,170600,First Doe,18
2021-06-09,170600,Second Doe,15
2021-06-09,170610,First Doe,31
2021-06-09,170625,First Doe,11
2021-06-09,170650,First Doe,13
2021-06-09,170650,Second Doe,15
2021-06-09,170700,First Doe,157
2021-06-09,170700,Second Doe,5
2021-06-09,170710,First Doe,96
2021-06-09,170710,Second Doe,1
2021-06-09,170720,First Doe,10
2021-06-09,170730,First Doe,19
2021-06-09,170730,Second Doe,1
2021-06-09,170740,First Doe,22
2021-06-09,170740,Second Doe,1
2021-06-09,170755,First Doe,10
2021-06-09,170765,First Doe,4
2021-06-09,170770,First Doe,21
2021-06-09,170820,First Doe,64
2021-06-09,170820,Second Doe,10
2021-06-09,170825,First Doe,2
2021-06-09,170830,First Doe,13
2021-06-09,170900,First Doe,15
2021-06-09,170900,Second Doe,22
2021-06-09,170930,First Doe,159
2021-06-09,170930,Second Doe,2
2021-06-09,170950,First Doe,224
2021-06-09,170950,Second Doe,18
2021-06-09,170980,First Doe,4
2021-06-09,171050,First Doe,16
2021-06-09,171050,Second Doe,11
2021-06-09,171070,First Doe,5
2021-06-09,171070,Second Doe,14
2021-06-09,171090,First Doe,13
2021-06-09,171090,Second Doe,1
2021-06-09,171110,First Doe,2
2021-06-09,171150,First Doe,10
2021-06-09,171180,First Doe,55
2021-06-09,171180,Second Doe,6
2021-06-09,171190,First Doe,15
2021-06-09,171190,Second Doe,1
2021-06-09,171195,First Doe,10
2021-06-09,171195,Second Doe,9
2021-06-09,171200,First Doe,7
2021-06-09,171200,Second Doe,4
2021-06-09,171215,First Doe,53
2021-06-09,171240,First Doe,4
2021-06-09,171245,First Doe,5
2021-06-09,171245,Second Doe,7
2021-06-09,171250,First Doe,4
2021-06-09,171250,Second Doe,4
2021-06-09,171270,First Doe,4
2021-06-09,171280,First Doe,4
2021-06-09,171280,Second Doe,9
2021-06-09,171320,First Doe,57
2021-06-09,171330,First Doe,10
2021-06-09,171330,Second Doe,2
2021-06-09,171360,First Doe,71
2021-06-09,171370,First Doe,5
2021-06-09,171380,First Doe,10
2021-06-09,171380,Second Doe,1
2021-06-09,171395,First Doe,27
2021-06-09,171395,Second Doe,4
2021-06-09,171420,First Doe,17
2021-06-09,171420,Second Doe,1
2021-06-09,171430,First Doe,41
2021-06-09,171488,First Doe,31
2021-06-09,171488,Second Doe,3
2021-06-09,171500,First Doe,33
2021-06-09,171500,Second Doe,8
2021-06-09,171510,First Doe,6
2021-06-09,171515,First Doe,6
2021-06-09,171515,Second Doe,1
2021-06-09,171525,First Doe,1
2021-06-09,171550,First Doe,1
2021-06-09,171570,First Doe,21
2021-06-09,171570,Second Doe,7
2021-06-09,171575,First Doe,62
2021-06-09,171610,First Doe,145
2021-06-09,171610,Second Doe,12
2021-06-09,171620,First Doe,89
2021-06-09,171620,Second Doe,22
2021-06-09,171630,First Doe,42
2021-06-09,171630,Second Doe,7
2021-06-09,171650,First Doe,66
2021-06-09,171650,Second Doe,4
2021-06-09,171660,First Doe,9
2021-06-09,171665,First Doe,24
2021-06-09,171665,Second Doe,1
2021-06-09,171670,First Doe,51
2021-06-09,171670,Second Doe,1
2021-06-09,171700,First Doe,13
2021-06-09,171720,First Doe,17
2021-06-09,171750,First Doe,41
2021-06-09,171750,Second Doe,3
2021-06-09,171780,First Doe,39
2021-06-09,171780,Second Doe,3
2021-06-09,171790,First Doe,2
2021-06-09,171800,First Doe,2
2021-06-09,171800,Second Doe,1
2021-06-09,171820,First Doe,405
2021-06-09,171820,Second Doe,9
2021-06-09,171830,First Doe,6
2021-06-09,171840,First Doe,6
2021-06-09,171840,Second Doe,1
2021-06-09,171845,First Doe,1
2021-06-09,171845,Second Doe,9
2021-06-09,171850,First Doe,48
2021-06-09,171850,Second Doe,1
2021-06-09,171855,First Doe,28
2021-06-09,171855,Second Doe,16
2021-06-09,171865,First Doe,29
2021-06-09,171870,First Doe,15
2021-06-09,171875,First Doe,10
2021-06-09,171880,First Doe,10
2021-06-09,171884,Second Doe,5
2021-06-09,171886,First Doe,91
2021-06-09,171886,Second Doe,1
2021-06-09,171888,First Doe,29
2021-06-09,171888,Second Doe,3
2021-06-09,171889,First Doe,2
2021-06-09,171890,First Doe,6
2021-06-09,171900,First Doe,11
2021-06-09,171900,Second Doe,6
2021-06-09,172000,First Doe,13
2021-06-09,172010,First Doe,17
2021-06-09,172010,Second Doe,3
2021-06-09,172015,First Doe,15
2021-06-09,172020,First Doe,20
2021-06-09,172020,Second Doe,5
2021-06-09,172025,First Doe,12
2021-06-09,172025,Second Doe,1
2021-06-09,172030,First Doe,25
2021-06-09,172030,Second Doe,12
2021-06-09,172049,First Doe,2
2021-06-09,172065,First Doe,16
2021-06-09,172065,Second Doe,4
2021-06-09,172080,First Doe,14
2021-06-09,172085,First Doe,25
2021-06-09,172090,First Doe,142
2021-06-09,172097,First Doe,5
2021-06-09,172097,Second Doe,18
2021-06-09,172100,First Doe,1705
2021-06-09,172100,Second Doe,89
2021-06-09,172110,First Doe,6
2021-06-09,172110,Second Doe,2
2021-06-09,172120,First Doe,60
2021-06-09,172120,Second Doe,11
2021-06-09,172125,First Doe,12
2021-06-09,172125,Second Doe,1
2021-06-09,172130,First Doe,10
2021-06-09,172130,Second Doe,4
2021-06-09,172208,First Doe,25
2021-06-09,172210,First Doe,9
2021-06-09,172210,Second Doe,11
2021-06-09,210005,First Doe,2
2021-06-09,210047,Second Doe,1
2021-06-09,210120,First Doe,1
2021-06-09,210140,First Doe,1
2021-06-09,210232,First Doe,1
2021-06-09,210232,Second Doe,1
2021-06-09,210280,First Doe,8
2021-06-09,210280,Second Doe,1
2021-06-09,210300,First Doe,2
2021-06-09,210325,First Doe,1
2021-06-09,210405,First Doe,5
2021-06-09,210405,Second Doe,1
2021-06-09,210440,First Doe,1
2021-06-09,210530,First Doe,34
2021-06-09,210530,Second Doe,5
2021-06-09,210565,First Doe,1
2021-06-09,210610,First Doe,1
2021-06-09,210610,Second Doe,1
2021-06-09,210700,First Doe,1
2021-06-09,210900,First Doe,2
2021-06-09,210950,First Doe,2
2021-06-09,210950,Second Doe,1
2021-06-09,210990,First Doe,1
2021-06-09,211000,First Doe,1
2021-06-09,211065,First Doe,1
2021-06-09,211130,First Doe,6
2021-06-09,211130,Second Doe,2
2021-06-09,211140,First Doe,1
2021-06-09,211180,First Doe,1
2021-06-09,211220,First Doe,1
2021-06-09,211230,First Doe,1
2021-06-09,220180,First Doe,1
2021-06-09,220209,First Doe,1
2021-06-09,220275,First Doe,1
2021-06-09,220300,First Doe,2
2021-06-09,220350,First Doe,1
2021-06-09,220390,First Doe,2
2021-06-09,220760,First Doe,1
2021-06-09,220800,First Doe,1
2021-06-09,221000,First Doe,1
2021-06-09,221100,First Doe,3
2021-06-09,221100,Second Doe,1
2021-06-09,221120,First Doe,1
2021-06-09,230130,First Doe,1
2021-06-09,230440,First Doe,2
2021-06-09,230590,First Doe,1
2021-06-09,240325,First Doe,1
2021-06-09,240800,First Doe,1
2021-06-09,241000,First Doe,1
2021-06-09,250750,First Doe,3
2021-06-09,250750,Second Doe,1
2021-06-09,250810,First Doe,1
2021-06-09,250937,First Doe,1
2021-06-09,260110,First Doe,2
2021-06-09,260170,First Doe,1
2021-06-09,260560,First Doe,1
2021-06-09,261160,First Doe,1
2021-06-09,261400,First Doe,1
2021-06-09,270235,First Doe,1
2021-06-09,270430,First Doe,3
2021-06-09,270480,First Doe,1
2021-06-09,270930,First Doe,1
2021-06-09,290140,First Doe,1
2021-06-09,290320,First Doe,5
2021-06-09,291835,First Doe,1
2021-06-09,291920,First Doe,1
2021-06-09,291955,First Doe,9
2021-06-09,291980,First Doe,1
2021-06-09,292105,First Doe,1
2021-06-09,292640,First Doe,1
2021-06-09,292760,First Doe,1
2021-06-09,292810,First Doe,1
2021-06-09,310620,First Doe,2
2021-06-09,311860,First Doe,1
2021-06-09,312950,First Doe,1
2021-06-09,313210,First Doe,1
2021-06-09,313750,First Doe,1
2021-06-09,313820,First Doe,1
2021-06-09,314000,First Doe,1
2021-06-09,314270,First Doe,1
2021-06-09,314290,First Doe,1
2021-06-09,314700,First Doe,1
2021-06-09,314800,First Doe,1
2021-06-09,315180,First Doe,1
2021-06-09,315580,First Doe,1
2021-06-09,315640,First Doe,1
2021-06-09,315980,First Doe,1
2021-06-09,316900,First Doe,1
2021-06-09,317020,First Doe,7
2021-06-09,317020,Second Doe,1
2021-06-09,317100,Second Doe,1
2021-06-09,317130,First Doe,1
2021-06-09,320150,Second Doe,1
2021-06-09,330455,First Doe,1
2021-06-09,350280,First Doe,1
2021-06-09,350600,First Doe,1
2021-06-09,351190,First Doe,1
2021-06-09,351340,Second Doe,1
2021-06-09,351620,First Doe,1
2021-06-09,351880,First Doe,2
2021-06-09,351907,First Doe,1
2021-06-09,352240,First Doe,1
2021-06-09,352400,First Doe,1
2021-06-09,352480,First Doe,1
2021-06-09,352560,First Doe,1
2021-06-09,352710,First Doe,1
2021-06-09,352900,First Doe,1
2021-06-09,353070,First Doe,1
2021-06-09,353420,First Doe,1
2021-06-09,353600,First Doe,2
2021-06-09,353740,First Doe,1
2021-06-09,354020,First Doe,1
2021-06-09,354340,First Doe,3
2021-06-09,354425,First Doe,1
2021-06-09,354670,First Doe,1
2021-06-09,354940,First Doe,1
2021-06-09,354980,First Doe,1
2021-06-09,355030,First Doe,3
2021-06-09,410430,First Doe,1
2021-06-09,410430,Second Doe,1
2021-06-09,410690,First Doe,1
2021-06-09,410755,First Doe,1
2021-06-09,411420,First Doe,1
2021-06-09,411520,First Doe,1
2021-06-09,411585,First Doe,1
2021-06-09,411770,Second Doe,1
2021-06-09,412080,First Doe,1
2021-06-09,420430,First Doe,1
2021-06-09,420480,First Doe,1
2021-06-09,420540,First Doe,1
2021-06-09,420850,First Doe,1
2021-06-09,421670,First Doe,1
2021-06-09,430470,First Doe,1
2021-06-09,430558,First Doe,1
2021-06-09,430640,First Doe,1
2021-06-09,430845,First Doe,1
2021-06-09,430950,First Doe,2
2021-06-09,431390,First Doe,1
2021-06-09,431440,First Doe,1
2021-06-09,432190,First Doe,1
2021-06-09,500070,First Doe,1
2021-06-09,500215,First Doe,1
2021-06-09,500370,First Doe,1
2021-06-09,500660,First Doe,3
2021-06-09,500720,First Doe,1
2021-06-09,510263,First Doe,1
2021-06-09,510335,First Doe,2
2021-06-09,510515,First Doe,1
2021-06-09,510677,First Doe,1
2021-06-09,510704,First Doe,1
2021-06-09,510777,First Doe,1
2021-06-09,510792,First Doe,2
2021-06-09,510860,First Doe,2
2021-06-09,520013,First Doe,1
2021-06-09,520110,First Doe,6
2021-06-09,520110,Second Doe,2
2021-06-09,520140,First Doe,18
2021-06-09,520140,Second Doe,6
2021-06-09,520180,First Doe,1
2021-06-09,520350,First Doe,2
2021-06-09,520460,Second Doe,2
2021-06-09,520465,First Doe,1
2021-06-09,520480,First Doe,2
2021-06-09,520490,First Doe,11
2021-06-09,520510,First Doe,2
2021-06-09,520540,Second Doe,1
2021-06-09,520810,First Doe,1
2021-06-09,520815,First Doe,1
2021-06-09,520860,First Doe,2
2021-06-09,520870,First Doe,52
2021-06-09,520870,Second Doe,8
2021-06-09,521000,First Doe,3
2021-06-09,521010,First Doe,1
2021-06-09,521020,First Doe,2
2021-06-09,521090,First Doe,1
2021-06-09,521150,First Doe,2
2021-06-09,521308,First Doe,3
2021-06-09,521310,First Doe,1
2021-06-09,521380,First Doe,1
2021-06-09,521385,First Doe,2
2021-06-09,521410,First Doe,1
2021-06-09,521460,First Doe,1
2021-06-09,521483,First Doe,1
2021-06-09,521486,First Doe,1
2021-06-09,521523,Second Doe,1
2021-06-09,521540,Second Doe,1
2021-06-09,521570,First Doe,2
2021-06-09,521740,First Doe,1
2021-06-09,521760,First Doe,1
2021-06-09,521770,First Doe,1
2021-06-09,521800,First Doe,6
2021-06-09,521860,First Doe,1
2021-06-09,521870,First Doe,1
2021-06-09,521880,First Doe,2
2021-06-09,521880,Second Doe,1
2021-06-09,521890,First Doe,2
2021-06-09,521930,First Doe,1
2021-06-09,521990,Second Doe,1
2021-06-09,522010,First Doe,1
2021-06-09,522020,First Doe,3
2021-06-09,522020,Second Doe,1
2021-06-09,522045,First Doe,4
2021-06-09,522140,First Doe,1
2021-06-09,522140,Second Doe,1
2021-06-09,522160,First Doe,2
2021-06-09,522180,First Doe,1
2021-06-09,522185,First Doe,2
2021-06-09,530010,First Doe,33
2021-06-09,530010,Second Doe,1
2021-06-09,530030,First Doe,1
2021-06-10,120040,First Doe,1
2021-06-10,130260,First Doe,1
2021-06-10,140010,First Doe,1
2021-06-10,140010,Second Doe,1
2021-06-10,150010,First Doe,1
2021-06-10,150080,First Doe,1
2021-06-10,150085,First Doe,1
2021-06-10,150125,First Doe,1
2021-06-10,150140,First Doe,2
2021-06-10,150215,First Doe,3
2021-06-10,150240,First Doe,3
2021-06-10,150270,First Doe,18
2021-06-10,150293,First Doe,1
2021-06-10,150304,First Doe,1
2021-06-10,150360,First Doe,1
2021-06-10,150420,First Doe,8
2021-06-10,150420,Second Doe,2
2021-06-10,150506,First Doe,1
2021-06-10,150543,First Doe,3
2021-06-10,150548,First Doe,2
2021-06-10,150549,First Doe,1
2021-06-10,150553,First Doe,4
2021-06-10,150563,First Doe,2
2021-06-10,150613,First Doe,8
2021-06-10,150613,Second Doe,1
2021-06-10,150658,First Doe,1
2021-06-10,150670,First Doe,1
2021-06-10,150680,First Doe,1
2021-06-10,150680,Second Doe,1
2021-06-10,150715,First Doe,2
2021-06-10,150730,First Doe,5
2021-06-10,150745,First Doe,2
2021-06-10,150750,First Doe,1
2021-06-10,150760,First Doe,1
2021-06-10,150808,First Doe,1
2021-06-10,150840,First Doe,2
2021-06-10,150840,Second Doe,2
2021-06-10,160030,First Doe,2
2021-06-10,170025,First Doe,82
2021-06-10,170025,Second Doe,1
2021-06-10,170030,First Doe,27
2021-06-10,170030,Second Doe,4
2021-06-10,170035,First Doe,60
2021-06-10,170035,Second Doe,4
2021-06-10,170040,First Doe,23
2021-06-10,170070,First Doe,5
2021-06-10,170100,First Doe,75
2021-06-10,170100,Second Doe,1
2021-06-10,170105,First Doe,54
2021-06-10,170105,Second Doe,8
2021-06-10,170110,Second Doe,3
2021-06-10,170130,First Doe,16
2021-06-10,170130,Second Doe,26
2021-06-10,170190,First Doe,6
2021-06-10,170190,Second Doe,6
2021-06-10,170200,First Doe,88
2021-06-10,170200,Second Doe,1
2021-06-10,170210,First Doe,818
2021-06-10,170210,Second Doe,66
2021-06-10,170215,First Doe,13
2021-06-10,170215,Second Doe,6
2021-06-10,170220,First Doe,60
2021-06-10,170220,Second Doe,28
2021-06-10,170230,First Doe,53
2021-06-10,170230,Second Doe,5
2021-06-10,170240,First Doe,30
2021-06-10,170240,Second Doe,1
2021-06-10,170255,First Doe,51
2021-06-10,170255,Second Doe,5
2021-06-10,170270,First Doe,24
2021-06-10,170290,First Doe,121
2021-06-10,170290,Second Doe,10
2021-06-10,170300,First Doe,63
2021-06-10,170300,Second Doe,12
2021-06-10,170305,First Doe,34
2021-06-10,170307,First Doe,20
2021-06-10,170307,Second Doe,3
2021-06-10,170310,First Doe,76
2021-06-10,170310,Second Doe,2
2021-06-10,170320,First Doe,107
2021-06-10,170330,First Doe,115
2021-06-10,170330,Second Doe,1
2021-06-10,170360,First Doe,13
2021-06-10,170360,Second Doe,4
2021-06-10,170370,First Doe,66
2021-06-10,170370,Second Doe,2
2021-06-10,170380,First Doe,97
2021-06-10,170380,Second Doe,5
2021-06-10,170382,First Doe,5
2021-06-10,170384,First Doe,57
2021-06-10,170384,Second Doe,1
2021-06-10,170386,First Doe,34
2021-06-10,170388,First Doe,34
2021-06-10,170388,Second Doe,19
2021-06-10,170389,First Doe,23
2021-06-10,170390,First Doe,25
2021-06-10,170410,First Doe,5
2021-06-10,170410,Second Doe,7
2021-06-10,170460,First Doe,8
2021-06-10,170460,Second Doe,6
2021-06-10,170510,First Doe,9
2021-06-10,170510,Second Doe,3
2021-06-10,170550,First Doe,116
2021-06-10,170550,Second Doe,11
2021-06-10,170555,First Doe,2
2021-06-10,170560,First Doe,19
2021-06-10,170600,First Doe,13
2021-06-10,170600,Second Doe,1
2021-06-10,170610,First Doe,22
2021-06-10,170625,First Doe,10
2021-06-10,170625,Second Doe,2
2021-06-10,170650,First Doe,51
2021-06-10,170650,Second Doe,2
2021-06-10,170700,First Doe,159
2021-06-10,170700,Second Doe,1
2021-06-10,170710,First Doe,56
2021-06-10,170720,First Doe,34
2021-06-10,170730,First Doe,36
2021-06-10,170730,Second Doe,1
2021-06-10,170740,First Doe,25
2021-06-10,170755,First Doe,40
2021-06-10,170765,First Doe,5
2021-06-10,170770,First Doe,17
2021-06-10,170770,Second Doe,2
2021-06-10,170820,First Doe,55
2021-06-10,170820,Second Doe,8
2021-06-10,170825,First Doe,2
2021-06-10,170825,Second Doe,7
2021-06-10,170830,First Doe,28
2021-06-10,170900,First Doe,23
2021-06-10,170900,Second Doe,11
2021-06-10,170930,First Doe,178
2021-06-10,170930,Second Doe,2
2021-06-10,170950,First Doe,391
2021-06-10,170950,Second Doe,37
2021-06-10,170980,First Doe,3
2021-06-10,171050,First Doe,51
2021-06-10,171050,Second Doe,4
2021-06-10,171070,First Doe,7
2021-06-10,171070,Second Doe,20
2021-06-10,171090,First Doe,63
2021-06-10,171110,First Doe,25
2021-06-10,171150,First Doe,22
2021-06-10,171150,Second Doe,1
2021-06-10,171190,First Doe,12
2021-06-10,171195,First Doe,22
2021-06-10,171200,First Doe,12
2021-06-10,171200,Second Doe,1
2021-06-10,171215,First Doe,11
2021-06-10,171240,First Doe,5
2021-06-10,171245,First Doe,1
2021-06-10,171250,First Doe,40
2021-06-10,171270,First Doe,6
2021-06-10,171320,First Doe,93
2021-06-10,171320,Second Doe,1
2021-06-10,171330,First Doe,18
2021-06-10,171330,Second Doe,1
2021-06-10,171360,First Doe,32
2021-06-10,171360,Second Doe,2
2021-06-10,171370,First Doe,5
2021-06-10,171380,First Doe,10
2021-06-10,171395,First Doe,20
2021-06-10,171395,Second Doe,201
2021-06-10,171420,First Doe,44
2021-06-10,171420,Second Doe,1
2021-06-10,171430,First Doe,46
2021-06-10,171488,First Doe,2
2021-06-10,171500,First Doe,17
2021-06-10,171510,First Doe,6
2021-06-10,171515,First Doe,1
2021-06-10,171525,First Doe,4
2021-06-10,171550,First Doe,23
2021-06-10,171570,First Doe,31
2021-06-10,171575,Second Doe,1
2021-06-10,171610,First Doe,330
2021-06-10,171610,Second Doe,10
2021-06-10,171620,First Doe,4
2021-06-10,171620,Second Doe,102
2021-06-10,171630,First Doe,5
2021-06-10,171650,First Doe,117
2021-06-10,171650,Second Doe,2
2021-06-10,171660,First Doe,211
2021-06-10,171660,Second Doe,3
2021-06-10,171665,First Doe,34
2021-06-10,171670,First Doe,48
2021-06-10,171700,First Doe,14
2021-06-10,171700,Second Doe,2
2021-06-10,171720,First Doe,31
2021-06-10,171720,Second Doe,16
2021-06-10,171750,First Doe,20
2021-06-10,171750,Second Doe,3
2021-06-10,171790,First Doe,156
2021-06-10,171800,First Doe,6
2021-06-10,171820,First Doe,699
2021-06-10,171820,Second Doe,8
2021-06-10,171830,First Doe,3
2021-06-10,171830,Second Doe,1
2021-06-10,171840,First Doe,7
2021-06-10,171845,First Doe,56
2021-06-10,171845,Second Doe,1
2021-06-10,171850,First Doe,14
2021-06-10,171850,Second Doe,12
2021-06-10,171855,First Doe,25
2021-06-10,171865,First Doe,12
2021-06-10,171870,First Doe,14
